0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.0680363256101589,0.048477199336689,0.06865725987687343,0.04827672629481416,0.06585852590042773,0.06703670627979819,0.32217569808794416,0.3678141637597276,0.32190803295131537,0.3682226401908443,0.3113034147859672,0.3265986111536301,54.025155749473285,57.435605792281365,54.03647002493594,57.44140782948479,53.12406924182622,55.8180688773014,85.7003132291821,80.58459911013969,85.69327547012031,80.5864909710492,86.57155377426669,83.17566400608128,0.007424487087155754,0.00407710678874893,0.0073931490512282386,0.004077185816820623,0.007964356843472726,0.0054293166361447185,0.04197942058468763,0.020098083099085298,0.04199220498865776,0.020066785046055066,0.04773974779392916,0.026761376859173874,2.6952672711918293,1.3989796961816319,2.685884129896126,1.4003873796869133,3.0447032695944802,1.781594422939876,2.822494083881765,1.732570210630908,2.828632197498281,1.7273046019514298,3.184244092324385,1.9500642742526884,1.98,12.08,3.0,12.1,3.0,5.94,3.22,3.68,13.58,3.8,13.54,7.04
0.06769620070560566,0.0481637167686596,0.06779135504018281,0.04837673772760296,0.0653837106656873,0.06624625414181746,0.3228119003815024,0.36906075910855757,0.3231259591867379,0.36886347503185024,0.31323279972138385,0.32806321685059314,53.98273790294837,57.42479376663257,53.9954099491112,57.430535253807896,53.076064873459366,55.789279960775964,85.72427300833726,80.62627920432813,85.7338513174795,80.62367916303744,86.62207573919184,83.2290032675431,0.007505778355338996,0.004188288061710384,0.007512014731026599,0.004186119253862352,0.008110848996099141,0.0055670650803421005,0.0425776073885706,0.02044632715010374,0.04250546862563443,0.02032571212052176,0.04829202838033136,0.027361228317977503,2.7213226578688094,1.4236693244118888,2.7242262042716816,1.4158006996005512,3.069914666729923,1.826969541933351,2.8856574894910954,1.7610800021489452,2.878313996826924,1.7549501898073634,3.259883312465748,1.9924563589293487,0.06,12.18,3.0,12.16,3.0,6.0,0.08,3.66,14.3,4.0,14.14,7.46
0.06890807865501458,0.048462045057842344,0.06928972568976664,0.048438689635563054,0.06622985496025918,0.06656991444788316,0.32256052503222366,0.367467324660239,0.3217467688246788,0.3678281465861375,0.31145512443002304,0.32674076673991176,54.11877579607298,57.46613890870013,54.11138201774599,57.46993563639051,53.221692694615285,55.87372034090758,85.61021115652483,80.56730299554981,85.6043861761918,80.56602432788425,86.48759810520886,83.13157711747233,0.007356262025269856,0.004050408537923728,0.007313118609203702,0.004057578354539362,0.008008838678071223,0.0054222647342840515,0.04127071855242471,0.019922109027311917,0.04104093906164628,0.01995411413379679,0.04728960790015949,0.02680027218352706,2.6329754239082943,1.3855399822204342,2.639997636768815,1.3828512638835004,3.0403423743669946,1.7760270446907906,2.798487829887188,1.7095586386278248,2.794492514620352,1.708313729871502,3.161285583550442,1.9354860227077832,0.06,11.6,3.08,12.22,3.0,5.9833333333333325,0.08,3.26,14.0,4.48,11.72,8.56
0.07750856016707687,0.04783528171344204,0.07504646916048045,0.04851027827197801,0.07375549509172595,0.07000864913611902,0.31882331146129167,0.35466315852622904,0.3181994229771683,0.3590772166346081,0.3124367276056874,0.3162490907914238,55.00750332851827,57.7565733159066,54.91286109751906,57.73402631151879,54.16621831267658,56.366258566014594,84.62304483056221,80.30598207735825,84.89697743532456,80.27299176831903,85.65129409341588,82.56589372574724,0.006588675754442528,0.003477328998210136,0.007164289636274015,0.003472151345336213,0.007703747467732693,0.004926035509123745,0.0347498931352991,0.016771221265018284,0.035655914467257445,0.016972057689791594,0.040583013744327365,0.022925880815282695,2.2236577193909914,1.157520746039146,2.275563343677714,1.180371922707946,2.5865615228624517,1.5241869964786574,2.3606468480089378,1.4343791639861643,2.423578098511757,1.462017646562058,2.7450898887451514,1.664876160342388,0.0,10.886666666666665,2.988253968253968,12.110000000000003,2.9160000000000004,6.0384788544788535,0.0,2.96,13.86,5.06,9.42,9.64
0.10241124093358257,0.046067142261489946,0.09690718876328906,0.048901987146493166,0.09480633956770293,0.08001249498812704,0.307707259861566,0.3179565874290158,0.3079897876574271,0.33452314835557057,0.3109015826138546,0.28471971752571396,57.56786085649959,58.59246475852127,57.369121593516475,58.53812498437238,56.98051372241873,57.84480547991347,81.83836636086683,79.500545754116,82.4628815497446,79.37397277216091,83.15283997725881,80.85171668668009,0.004124573092038701,0.0016947141027414212,0.005569266044171373,0.0017267502302324054,0.006511842324459706,0.003144143401144031,0.014515817057968339,0.0076334070020266055,0.017087137635374852,0.008650104544840576,0.02031851058177255,0.01193280784326449,0.9259520233814301,0.5204919856414005,1.074271308174374,0.6036313170643404,1.2695213488686272,0.7629004742706065,1.019598263785616,0.6447909595522221,1.1964949353509529,0.7203585637931696,1.4216402561366912,0.8357743750318256,0.0,9.430333333333333,2.950330401624519,12.085238095238097,2.723428571428571,6.04966477966478,0.0,2.22,9.92,6.28,6.9,11.74
0.1117773101569758,0.04487656076494559,0.10642275565916531,0.048591388511326876,0.10757261679865986,0.08506388646526451,0.3026828597655144,0.30184448391692736,0.3036294307498014,0.32300501267407195,0.30925883156336625,0.27745702278033807,58.531395252086256,58.958089397606734,58.304287156789606,58.83465203897894,58.139917228988885,58.44265336107049,80.77018650633539,79.2467346173402,81.49778796545543,79.02788215714959,81.9341070215283,80.20926406711445,0.0032021594833311403,0.0010448017376019471,0.004918052128509034,0.0010992302279810536,0.005500536410324719,0.002582323730417769,0.007477931345563373,0.003981099105053629,0.010189616453362756,0.005619133073389633,0.011687469089843425,0.0077253257174487696,0.47464563920108543,0.26312586126745396,0.6321812736855648,0.38455061558836656,0.7197801466524345,0.4861699447015855,0.5405766500178898,0.33427605786084974,0.7397646936763386,0.44880352908825183,0.8500125118198305,0.5433915249123189,0.0,8.820333333333332,3.389586622527801,12.1740873015873,2.9100268620268617,6.2751823764470815,0.0,1.64,7.82,7.22,4.2,13.48
0.11641788388943715,0.044272923426114816,0.11329291188673012,0.04900321836186434,0.11352119511397309,0.087310974330216,0.29900487936649645,0.2935087953937532,0.2999404508858073,0.3181271781638086,0.30723078833140677,0.2724445288271697,59.00825623125334,59.1783396605728,58.82415816132341,59.003786050869884,58.6920011499755,58.753608850305255,80.21233420963945,79.1439774279815,80.82426037389403,78.83585424918823,81.36577002568542,79.83260177339523,0.002684151312649777,0.000705280452711628,0.004126094452152258,0.0007821924659596078,0.005133007823566674,0.002120024929617885,0.004052264598303776,0.002116672908820545,0.0061641877317252895,0.004155793481543543,0.007761502043673526,0.005515264377762844,0.2470432116011065,0.13853354521507502,0.3748323995993228,0.28154369714225447,0.4698920270770674,0.3383520997642487,0.3000788514055618,0.17697749401623283,0.4562563694699633,0.316202676317737,0.5796196215038888,0.377770271251099,0.0,7.02,3.045667993841907,12.058333333333332,2.786679098679099,6.328044365163558,0.0,0.94,6.2,8.18,3.46,13.78
0.11864573325495323,0.04416930504017157,0.1159137339078673,0.049456766920951155,0.11774721497966677,0.0894841216168733,0.2973704283803314,0.2895863588480484,0.2983189011346699,0.316338579572974,0.3057174378453106,0.2754722960849013,59.24278407241097,59.263998158760636,59.068771609381244,59.09197235666829,59.01704725204395,58.958602626159816,79.9457849610737,79.05927596289152,80.50984960995666,78.73764309758347,80.96930048034922,79.64158080570539,0.0024411465296367172,0.0005429485988806826,0.003798901704038138,0.0006290389491934407,0.004744563747656551,0.0019796825881142088,0.002315287247789882,0.0013195657656329975,0.004310834224867643,0.003459598504814381,0.005266970314091374,0.004175379821013581,0.13896520325090478,0.08230273119868307,0.25549390097177527,0.23287289083551177,0.3114299581086842,0.25217178231451515,0.18181686669130215,0.10770304226823205,0.3292991759661256,0.25558709045296796,0.4089665924331709,0.2891509637094496,0.0,7.127999999999999,3.785049084249084,12.076709956709955,2.4751746031746027,6.5287715203613015,0.0,0.86,5.34,9.66,2.44,12.68
0.11985897075525254,0.04395209107879304,0.11894347705514159,0.049282080452635366,0.12186620682300572,0.0912385963586767,0.29427878821348374,0.2877647148329036,0.2956614876105231,0.3144240918367939,0.30236370403393364,0.2776137949895836,59.33377241441527,59.35693946382863,59.22032663867243,59.160611357562864,59.13987303055214,59.088414669891336,79.77788224767973,79.06042189622013,80.20519173403446,78.65046734646965,80.75192495117741,79.52696805100005,0.0022972784631515152,0.0004977325254524195,0.003480283001449702,0.0005986445379064588,0.004455086385317178,0.0018666866966378075,0.001956016617581936,0.001093758816222942,0.0033951644208629643,0.003253106245345146,0.004494042305722196,0.0036250825282538985,0.11788588462712868,0.0676268440329633,0.20101173133749725,0.21798464721220698,0.26626395184368895,0.2184335661679296,0.15403330210166982,0.089359113683211,0.258910043465962,0.23721069718707766,0.34622400855756696,0.25325475171816586,0.0,5.94,3.0153601953601954,12.069920634920633,2.419619047619048,6.531443077562272,0.0,0.68,4.12,11.7,2.12,10.56
0.12085471247060736,0.0440018978421939,0.12070706655048773,0.04990168438259034,0.12717556277012876,0.09197309642364022,0.29077041793477804,0.28584056217927634,0.29187274692752757,0.314530715134009,0.2969040717746476,0.28165784366423074,59.41966538124903,59.44777533308357,59.363696336716394,59.24912173397109,59.305226788353345,59.2991850001508,79.58949355792043,79.05384692220389,79.81858393867128,78.54475989325918,80.24885880312716,79.33245109043159,0.002038278948506463,0.0004439022371068657,0.002734956281069565,0.0005669229065118888,0.0038056191546855436,0.001610189164287404,0.0016128208551322914,0.000866491679652346,0.0023695746894917395,0.0031492859258769913,0.0032136504116483593,0.0024416584739490447,0.09792996152953064,0.05356705153524275,0.14095694708822415,0.20693202439460096,0.19118045109851195,0.14740934803538142,0.12724165903562915,0.0713429856231026,0.1832108089498379,0.22143485658149661,0.24855829126056417,0.17671360724387017,0.0,4.47,2.3475555555555556,12.053694530443758,2.142666666666667,5.770691919191919,0.0,0.44,2.14,14.88,1.48,6.78
