0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.14542830567827797,0.029871241280210698,0.14543434443199765,0.0496820608820075,0.3002860497065411,0.29199701500754727,0.30033441400125716,0.32065105600410154,59.45929226258135,59.524313132405766,59.45398945539434,59.0715428961585,80.38927421593702,79.68755007200633,80.39870708876478,78.77821619406494,0.006101058064430881,0.001196651014136805,0.006006079887346824,0.000637869303517655,0.0016007930213617536,0.0005398591451099392,0.001632413489919029,0.003587536358695451,0.09548694421555598,0.032882418277750826,0.09674152197493785,0.24456152226549777,0.12823417592698755,0.04405732680784082,0.13150138766436723,0.2632924664271182,0.0,1.28,0.24,12.209841269841274,0.0,0.1,0.04,8.74
0.13245401243771948,0.03991468167363702,0.13243389140974865,0.05044909179091552,0.28973949570783886,0.2863296327913949,0.28974285287151086,0.31435807661114645,59.58854749314963,59.62515555030947,59.58941176079888,59.3512593862441,79.67643126838209,79.37482085925036,79.6781816514679,78.4267538013954,0.0024904161793921605,0.0005135164243987772,0.0024839656632406988,0.0005315876175202004,0.0009950917102158913,0.000421819992435675,0.000993690063078983,0.002949564652680611,0.05950936272444611,0.025323370569758835,0.05935571728700637,0.19165684892322882,0.0788671295264225,0.03392650498978071,0.07906267040535789,0.20295774356964752,0.0,0.0,0.0,12.075294117647061,0.0,0.0,0.0,17.68
0.12384405311838499,0.04288411832307712,0.12406936938200917,0.050707926361450585,0.2839532939960613,0.2826040016403961,0.2841277023361868,0.3106887371840638,59.62931740529933,59.648956160656546,59.629828648524544,59.468115036349516,79.26958416741479,79.12594423743312,79.27406563684345,78.25138042243363,0.0015691546976164003,0.0003272378445051497,0.0015642389776495728,0.0005058059057695031,0.0008178689185642933,0.0004598411832449955,0.0008181064631346457,0.0027891625683863813,0.04908764630358685,0.027687215867867213,0.04885363965133959,0.17681019252600202,0.06455055612358553,0.03682144399000927,0.0646371266717616,0.18466020016246973,0.0,0.0,0.0,12.05,0.0,0.0,0.0,26.74
0.1225450706007337,0.04503350639641418,0.12254939862066844,0.050962934580369615,0.28070716586006744,0.28024277522659075,0.2805932481202957,0.3068835116976159,59.687178796587006,59.69236425236546,59.68714749478643,59.58135912606795,79.06094058331387,78.98487490363127,79.0464567247912,78.06064439630956,0.0010093875369442907,0.00026144894360789647,0.0010120690119664497,0.0004946400181211164,0.0006164017712482421,0.000474284036659438,0.000620509578068043,0.002738007452342476,0.03688035072967116,0.02814829825496048,0.03674672831128474,0.16484198352071225,0.048341942823461374,0.03721636960004063,0.04824273942701754,0.17175689083699175,0.0,0.0,0.0,12.016666666666667,0.0,0.0,0.0,36.0
0.12440500538122129,0.04635255226353924,0.12982400616110798,0.050873352870445636,0.28229152241272226,0.27814141295321465,0.27919373423792665,0.3068602710853342,59.6754043475481,59.66588359041625,59.65364035338621,59.58046665966981,79.16903467194258,78.77758942721142,78.98345435903424,78.04334531293819,0.0009079843648994683,0.0002657704111985238,0.0013433722050368315,0.0005127273332315038,0.0007254009337925373,0.0006592358784628299,0.0010116404753366085,0.002864466102706014,0.043359111693385716,0.039289998226550146,0.06020046636774201,0.17222775035343832,0.056740303715910906,0.05128788472503599,0.07739753317199845,0.1776059093175993,0.0,4.876666666666667,5.461333333333333,12.0,0.0,0.88,2.48,40.3
0.1272670155630757,0.047006005703667,0.13289150293460728,0.050938020553489005,0.2953949505233297,0.27753385438550693,0.28948547871764424,0.3057185626535259,59.67034008559189,59.6435704441857,59.631358923578965,59.58506449731264,80.20296469353357,78.65637544243532,79.89383124125153,78.02118727221574,0.0013129732681620993,0.00030197758999198684,0.0016125091204760738,0.0005516644502560206,0.0010259148880729476,0.0009002541965227627,0.001503841442052998,0.0031659144780134397,0.061101303170173746,0.053539606106838625,0.08919383237442852,0.18824485360778517,0.08139393570580226,0.0697978253221606,0.11318956043606036,0.19430331000733808,0.14,8.535000000000002,6.177867243867245,11.801402439024386,0.02,2.82,7.52,40.62
0.1259352893247445,0.047340033951574274,0.12989298984177422,0.05085893048420462,0.32125225500344945,0.27822997685390805,0.314279440959242,0.30519524111518803,59.665539072449995,59.625423040472626,59.619718723879444,59.59072549256753,82.28805009368068,78.60711423748367,82.03288788905758,78.03520459633476,0.00221921705024645,0.00035587631926959024,0.002028031887428938,0.0006213147978170651,0.0016954847315271452,0.001208674765242136,0.00220768774695153,0.0036280541303186048,0.10077584276414879,0.07242632995586425,0.1311660311608485,0.2150309486933902,0.14494546041052703,0.09106047486328656,0.1728624069889495,0.2168294903000195,0.0,8.890520979020978,5.8209599669336525,11.96028205128205,0.0,5.02,12.02,39.58
0.1198902050541109,0.04796739307942508,0.12329420765373147,0.050665934321421816,0.3502848685825712,0.2805354684544057,0.34125350649087943,0.305134398276969,59.63704993003685,59.62302290258407,59.56960727498367,59.597108145237435,84.67276725126725,78.76852456707884,84.5515684756837,78.18930402729912,0.0035083953456116306,0.0004222218229403891,0.0026687614990224266,0.0007062958397670337,0.003107729328339562,0.001561212655540333,0.003743983226859628,0.00416701537427656,0.18703994296734452,0.09208811556567617,0.22478271190721932,0.2426396134848635,0.29859204979738796,0.11518812508514867,0.31549971642014324,0.24209891075304354,0.14,9.227744032541247,6.415326541958121,11.86334682860999,0.04,5.34,20.6,38.76
0.09882495329634439,0.047504093243815854,0.10406753904442238,0.04978233552442402,0.38824101723588245,0.29195573877321845,0.3733296372348393,0.3118825596624485,59.416346183887065,59.592015780450154,59.28793393622965,59.59315047204254,87.70871688856867,79.38600222057873,87.74323746905533,78.92767672976053,0.0053421348339537725,0.0006451367155149292,0.00471760048476846,0.0009075021111033105,0.008622371783259511,0.0029241916516558534,0.009610806628228613,0.005465791568806996,0.518353834729548,0.16883753997348905,0.5761706668482998,0.3105520631925087,0.8010483675488578,0.18434155633606397,0.8022573230861095,0.28462724846168175,1.2,8.621336071199854,6.2955957033961205,11.795365418894823,0.3,10.9,25.7,33.88
0.09914151098783307,0.04758319544030456,0.1042998363714368,0.049584970121112876,0.3878535497917776,0.29398127882220665,0.3718149346755326,0.3111817771608992,59.41982089781055,59.58637526123423,59.27790762702459,59.59097277060525,87.69755902197085,79.34300092661977,87.73633780118651,78.94606988959907,0.005333940718741206,0.0006838052808013252,0.004639853959268916,0.0008896781819020857,0.008458143173664903,0.0032586773237469834,0.009559998252572395,0.005401328893980657,0.5145395166346127,0.18620766646152304,0.5785104018604251,0.30621295953704286,0.7954668462066803,0.20126260843349997,0.8027053314946703,0.2824975867283192,1.74,10.190730900384848,5.942284223288498,11.794723707664875,0.44,14.76,29.32,33.9
