5,[3.47987658 7.68206692],[10.43962975 23.04620077],[4. 4.]
9,[3.47987658 7.68206692],[10.43962975 23.04620077],[4. 4.]
13,[3.27065072 8.44722729],[ 9.81195215 25.34168186],[3. 3.]
16,[3.27065072 8.44722729],[ 9.81195215 25.34168186],[3. 3.]
19,[ 3.00583671 11.32584427],[ 9.01751014 33.9775328 ],[4. 2.]
23,[ 1.48454219 11.32584427],[ 4.45362658 33.9775328 ],[2. 2.]
