,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,[1. 1. 1.],[1. 1. 1.],2.0,20:51:19
2,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2,[1. 1. 1.],[1. 1. 1.],2.0,20:52:20
3,1.0,1.0,0.0,6.0,1.0,10.0,3.0,3.0,33.0,3,[1. 1. 1.],[1. 1. 1.],2.0,20:53:25
4,1.0,1.0,0.0,21.0,3.0,42.0,4.0,4.0,135.0,4,[1. 1. 1.],[1. 1. 1.],2.0,20:54:32
5,1.0,1.0,0.0,29.0,8.0,59.0,5.0,5.0,201.0,5,[1. 1. 1.],[1. 1. 1.],2.0,20:55:38
6,1.0,1.0,0.0,29.0,8.0,59.0,6.0,6.0,201.0,6,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,20:57:53
7,1.0,1.0,2.0,47.0,27.0,108.0,7.0,7.0,405.0,7,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,20:58:53
8,1.0,1.0,2.0,58.0,29.0,132.0,8.0,8.0,483.0,8,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:00:01
9,1.0,1.0,2.0,59.0,31.0,139.0,9.0,9.0,510.0,9,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:01:08
10,1.0,1.0,2.0,68.0,31.0,161.0,10.0,10.0,576.0,10,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:02:47
11,1.0,1.0,3.0,88.0,32.0,199.0,11.0,11.0,693.0,11,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:03:59
12,1.0,1.0,4.0,98.0,33.0,216.0,12.0,12.0,747.0,12,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:05:10
13,1.0,1.0,6.0,104.0,37.0,230.0,13.0,13.0,801.0,13,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:06:23
14,1.0,1.0,8.0,112.0,39.0,250.0,14.0,14.0,867.0,14,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:08:09
15,1.0,1.0,9.0,128.0,42.0,273.0,15.0,15.0,945.0,15,"[[  0.45512268   0.51515834]
 [ -1.13769855  -0.97242131]
 [ 99.63545919 198.97445922]
 [ 16.46717636  51.30700517]]","[[ 0.08887712  0.08970067]
 [ 0.20914722  0.3040647 ]
 [ 5.10382969 12.2107922 ]
 [ 2.63589917  8.0206504 ]]",2.0,21:09:22
16,0.0,1.0,9.0,128.0,42.0,273.0,15.0,16.0,945.0,16,"[[  0.50000688   0.54851735]
 [ -1.5430385   -1.58565287]
 [ 99.35588338 197.23057843]
 [ 18.65571594  59.97779134]]","[[ 0.09358871  0.09826166]
 [ 0.22099138  0.27676352]
 [ 5.13994797 12.05432172]
 [ 2.24937911  6.79459754]]",2.0,21:10:55
17,0.0,1.0,9.0,153.0,43.0,315.0,15.0,17.0,1074.0,17,"[[  0.50000688   0.54851735]
 [ -1.5430385   -1.58565287]
 [ 99.35588338 197.23057843]
 [ 18.65571594  59.97779134]]","[[ 0.09358871  0.09826166]
 [ 0.22099138  0.27676352]
 [ 5.13994797 12.05432172]
 [ 2.24937911  6.79459754]]",2.0,21:11:55
18,0.0,1.0,9.0,153.0,43.0,315.0,15.0,18.0,1074.0,18,"[[  0.50000688   0.54851735]
 [ -1.5430385   -1.58565287]
 [ 99.35588338 197.23057843]
 [ 18.65571594  59.97779134]]","[[ 0.09358871  0.09826166]
 [ 0.22099138  0.27676352]
 [ 5.13994797 12.05432172]
 [ 2.24937911  6.79459754]]",2.0,21:13:18
19,0.0,1.0,9.0,176.0,43.0,373.0,15.0,19.0,1248.0,19,"[[  0.50000688   0.54851735]
 [ -1.5430385   -1.58565287]
 [ 99.35588338 197.23057843]
 [ 18.65571594  59.97779134]]","[[ 0.09358871  0.09826166]
 [ 0.22099138  0.27676352]
 [ 5.13994797 12.05432172]
 [ 2.24937911  6.79459754]]",2.0,21:14:18
20,0.0,1.0,9.0,176.0,43.0,373.0,15.0,20.0,1248.0,20,"[[  0.47411852   0.54487474]
 [ -1.62095182  -1.66898007]
 [ 99.32493223 197.4349705 ]
 [ 18.49753264  60.55466479]]","[[ 0.09350646  0.0996671 ]
 [ 0.18238963  0.26696638]
 [ 4.99126025 11.7844287 ]
 [ 2.00927571  6.15759578]]",2.0,21:15:52
21,0.0,1.0,10.0,220.0,44.0,439.0,15.0,21.0,1449.0,21,"[[  0.47411852   0.54487474]
 [ -1.62095182  -1.66898007]
 [ 99.32493223 197.4349705 ]
 [ 18.49753264  60.55466479]]","[[ 0.09350646  0.0996671 ]
 [ 0.18238963  0.26696638]
 [ 4.99126025 11.7844287 ]
 [ 2.00927571  6.15759578]]",2.0,21:16:52
22,0.0,1.0,10.0,220.0,44.0,439.0,15.0,22.0,1449.0,22,"[[  0.47411852   0.54487474]
 [ -1.62095182  -1.66898007]
 [ 99.32493223 197.4349705 ]
 [ 18.49753264  60.55466479]]","[[ 0.09350646  0.0996671 ]
 [ 0.18238963  0.26696638]
 [ 4.99126025 11.7844287 ]
 [ 2.00927571  6.15759578]]",2.0,21:18:23
23,0.0,1.0,10.0,251.0,44.0,483.0,15.0,23.0,1581.0,23,"[[  0.47411852   0.54487474]
 [ -1.62095182  -1.66898007]
 [ 99.32493223 197.4349705 ]
 [ 18.49753264  60.55466479]]","[[ 0.09350646  0.0996671 ]
 [ 0.18238963  0.26696638]
 [ 4.99126025 11.7844287 ]
 [ 2.00927571  6.15759578]]",2.0,21:19:23
