0,1,2,3,4,5,6,7,8,9,10,11,12,13
720.0,0.0,0.0,0.0,35.7,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,34.66,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,34.26,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,36.98,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,36.08,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,35.72,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,34.36,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,35.8,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,37.02,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,720.0
