0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,500.0,0.0,0.0,0.0,47.04,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,46.84,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,47.76,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,47.36,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,47.82,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,48.12,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,48.32,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,48.08,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
0.0,500.0,0.0,0.0,0.0,48.06,0.0,0.0,0.0,79.0,0.0,0.0,474.0,500.0
