0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,101.14,100.24,101.14,0.0,167.56,184.14,164.58,0.0,278.66,613.8,278.66,4352.34,101.14
0.0,101.5,101.5,101.5,0.0,166.7,185.12,167.3,0.0,279.9,621.0,279.9,4383.9,101.5
0.0,100.0,100.0,100.0,0.0,165.4,185.12,166.12,0.0,276.76,612.0,276.76,4327.44,100.0
0.0,100.42,100.42,100.42,0.0,166.7,183.82,165.12,0.0,277.42,614.52,277.42,4341.84,100.42
0.0,99.94,99.94,99.94,0.0,166.74,184.96,166.5,0.0,276.22,611.64,276.22,4322.4,99.94
0.0,0.0,0.0,326.44,0.0,0.0,0.0,507.76,0.0,0.0,0.0,843.6,2530.8,326.44
0.0,0.0,0.0,328.6,0.0,0.0,0.0,507.96,0.0,0.0,0.0,849.0,2547.0,328.6
0.0,0.0,0.0,329.32,0.0,0.0,0.0,508.72,0.0,0.0,0.0,850.8,2552.4,329.32
0.0,0.0,0.0,326.2,0.0,0.0,0.0,508.5,0.0,0.0,0.0,843.0,2529.0,326.2
0.0,0.0,0.0,328.84,0.0,0.0,0.0,508.52,0.0,0.0,0.0,849.6,2548.8,328.84
