0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,200.52,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,1005.0,125.0
0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,400.26,0.0,0.0,0.0,0.0,0.0,669.0,0.0,0.0,2007.0,258.0
0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,599.6,0.0,0.0,0.0,0.0,0.0,1002.0,0.0,0.0,3006.0,391.0
0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,763.3,0.0,0.0,0.0,0.0,0.0,1275.0,0.0,0.0,3825.0,500.0
0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,762.54,0.0,0.0,0.0,0.0,0.0,1275.0,0.0,0.0,3825.0,500.0
0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,754.14,0.0,0.0,0.0,0.0,0.0,1508.0,6032.0,346.0
0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,878.74,0.0,0.0,0.0,0.0,0.0,1755.0,7020.0,403.0
0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,1000.24,0.0,0.0,0.0,0.0,0.0,2002.0,8008.0,460.0
0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1086.18,0.0,0.0,0.0,0.0,0.0,2171.0,8684.0,500.0
0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1087.7,0.0,0.0,0.0,0.0,0.0,2171.0,8684.0,500.0
