0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.0,0.0,331.0,0.0,0.0,0.0,509.96,0.0,0.0,0.0,855.0,2565.0,331.0
0.0,0.0,0.0,327.4,0.0,0.0,0.0,507.96,0.0,0.0,0.0,846.0,2538.0,327.4
0.0,0.0,0.0,328.6,0.0,0.0,0.0,508.14,0.0,0.0,0.0,849.0,2547.0,328.6
0.0,0.0,0.0,327.4,0.0,0.0,0.0,507.76,0.0,0.0,0.0,846.0,2538.0,327.4
0.0,0.0,0.0,326.68,0.0,0.0,0.0,509.34,0.0,0.0,0.0,844.2,2532.6,326.68
0.0,0.0,0.0,329.32,0.0,0.0,0.0,507.76,0.0,0.0,0.0,850.8,2552.4,329.32
0.0,0.0,0.0,328.84,0.0,0.0,0.0,509.46,0.0,0.0,0.0,849.6,2548.8,328.84
0.0,0.0,0.0,329.8,0.0,0.0,0.0,510.34,0.0,0.0,0.0,852.0,2556.0,329.8
0.0,0.0,0.0,327.4,0.0,0.0,0.0,509.02,0.0,0.0,0.0,846.0,2538.0,327.4
0.0,0.0,0.0,329.32,0.0,0.0,0.0,509.72,0.0,0.0,0.0,850.8,2552.4,329.32
