0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
720.0,0.0,0.0,0.0,0.0,0.0,35.36,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,36.34,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,35.96,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,35.74,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,36.14,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,35.6,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,35.06,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
720.0,0.0,0.0,0.0,0.0,0.0,35.92,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,714.0,720.0
