0,1,2,3,4,5,6,7,8,9,10,11,12,13
720.0,720.0,720.0,720.0,35.82,47.6,36.58,48.82,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,34.04,47.58,35.28,47.84,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,35.1,46.7,34.82,46.62,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,36.26,46.88,35.08,48.08,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,35.88,47.04,34.8,49.2,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,36.12,47.28,35.28,47.36,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,35.82,47.6,35.8,47.1,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,35.68,47.9,34.88,47.82,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,35.98,47.8,35.3,47.48,119.0,79.0,119.0,79.0,1782.0,720.0
720.0,720.0,720.0,720.0,35.56,47.94,35.14,47.88,119.0,79.0,119.0,79.0,1782.0,720.0
