0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
11.0,11.0,11.0,11.0,11.0,11.0,14.78,15.06,14.52,14.0,19.3,19.76,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,11.0
31.0,31.0,31.0,31.0,31.0,31.0,27.44,35.16,28.06,35.02,35.08,39.56,93.0,59.0,93.0,59.0,87.0,77.0,2024.0,31.0
500.0,500.0,500.0,500.0,500.0,500.0,35.34,46.8,35.56,47.7,42.84,50.44,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,34.7,47.02,36.42,47.5,43.62,49.86,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,36.14,47.4,36.34,47.48,43.82,48.8,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,35.98,48.1,35.8,45.98,43.52,49.88,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,36.16,47.22,35.56,47.68,42.22,49.66,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,36.06,47.42,35.64,47.5,44.12,49.6,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,34.2,47.4,36.38,47.16,45.48,48.26,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,35.56,46.4,35.74,47.74,42.76,50.34,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
