0,1,2,3,4,5,6,7,8,9,10,11,12,13
500.0,0.0,0.0,0.0,35.78,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,35.98,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,36.66,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,35.72,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,36.84,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,37.26,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,36.68,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,35.92,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,37.24,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
500.0,0.0,0.0,0.0,36.14,0.0,0.0,0.0,119.0,0.0,0.0,0.0,714.0,500.0
