0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.0,0.0,125.0,0.0,0.0,0.0,203.08,0.0,0.0,0.0,335.0,1005.0,125.0
0.0,0.0,0.0,258.0,0.0,0.0,0.0,399.94,0.0,0.0,0.0,669.0,2007.0,258.0
0.0,0.0,0.0,391.0,0.0,0.0,0.0,598.52,0.0,0.0,0.0,1002.0,3006.0,391.0
0.0,0.0,0.0,500.0,0.0,0.0,0.0,763.2,0.0,0.0,0.0,1275.0,3825.0,500.0
0.0,0.0,0.0,500.0,0.0,0.0,0.0,766.22,0.0,0.0,0.0,1275.0,3825.0,500.0
0.0,0.0,0.0,500.0,0.0,0.0,0.0,769.36,0.0,0.0,0.0,1275.0,3825.0,500.0
0.0,0.0,0.0,500.0,0.0,0.0,0.0,765.88,0.0,0.0,0.0,1275.0,3825.0,500.0
0.0,0.0,445.0,0.0,0.0,0.0,807.26,0.0,0.0,0.0,2682.0,0.0,8046.0,445.0
0.0,0.0,499.0,0.0,0.0,0.0,893.24,0.0,0.0,0.0,3006.0,0.0,9018.0,499.0
0.0,0.0,500.0,0.0,0.0,0.0,902.62,0.0,0.0,0.0,3006.0,0.0,9018.0,500.0
