0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,202.42,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,1005.0,125.0
0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,400.06,0.0,0.0,0.0,0.0,0.0,669.0,0.0,0.0,2007.0,258.0
0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,596.94,0.0,0.0,0.0,0.0,0.0,1002.0,0.0,0.0,3006.0,391.0
0.0,0.0,0.0,489.26,0.0,13.44,0.0,0.0,0.0,749.62,0.0,28.86,0.0,0.0,0.0,1248.46,0.0,59.02,3981.58,489.26
0.0,0.0,0.0,492.04,0.0,66.16,0.0,0.0,0.0,753.76,0.0,142.64,0.0,0.0,0.0,1254.94,0.0,285.74,4907.9,492.04
0.0,0.0,0.0,492.34,0.0,120.6,0.0,0.0,0.0,752.34,0.0,263.66,0.0,0.0,0.0,1255.74,0.0,528.84,5882.7,492.34
0.0,0.0,0.0,491.8,0.0,175.2,0.0,0.0,0.0,751.84,0.0,384.3,0.0,0.0,0.0,1254.56,0.0,769.08,6840.24,491.8
0.0,0.0,0.0,496.92,0.0,231.26,0.0,0.0,0.0,756.78,0.0,501.56,0.0,0.0,0.0,1267.08,0.0,1001.26,7806.4,496.92
0.0,0.0,0.0,496.92,0.0,282.88,0.0,0.0,0.0,765.7,0.0,619.56,0.0,0.0,0.0,1267.0,0.0,1235.52,8743.38,496.92
0.0,0.0,0.0,498.4,0.0,339.96,0.0,0.0,0.0,757.22,0.0,729.4,0.0,0.0,0.0,1270.96,0.0,1461.72,9659.88,498.4
