0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,330.04,0.0,0.0,0.0,0.0,0.0,509.76,0.0,0.0,0.0,0.0,0.0,852.6,0.0,0.0,2557.8,330.04
0.0,0.0,0.0,327.4,0.0,0.0,0.0,0.0,0.0,507.9,0.0,0.0,0.0,0.0,0.0,846.0,0.0,0.0,2538.0,327.4
0.0,0.0,0.0,331.24,0.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,855.6,0.0,0.0,2566.8,331.24
0.0,0.0,0.0,328.6,0.0,0.0,0.0,0.0,0.0,508.9,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,2547.0,328.6
0.0,0.0,0.0,328.6,0.0,0.0,0.0,0.0,0.0,509.34,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,2547.0,328.6
0.0,0.0,0.0,330.52,0.0,0.0,0.0,0.0,0.0,509.1,0.0,0.0,0.0,0.0,0.0,853.8,0.0,0.0,2561.4,330.52
0.0,0.0,0.0,328.12,0.0,0.0,0.0,0.0,0.0,507.62,0.0,0.0,0.0,0.0,0.0,847.8,0.0,0.0,2543.4,328.12
0.0,0.0,0.0,326.68,0.0,0.0,0.0,0.0,0.0,508.94,0.0,0.0,0.0,0.0,0.0,844.2,0.0,0.0,2532.6,326.68
0.0,0.0,0.0,328.36,0.0,0.0,0.0,0.0,0.0,508.46,0.0,0.0,0.0,0.0,0.0,848.4,0.0,0.0,2545.2,328.36
0.0,0.0,0.0,327.88,0.0,0.0,0.0,0.0,0.0,509.16,0.0,0.0,0.0,0.0,0.0,847.2,0.0,0.0,2541.6,327.88
