,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,500.0,500.0,500.0,500.0,500.0,500.0,39.0,51.0,47.0,48.0,32.0,57.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
1,500.0,500.0,500.0,500.0,500.0,500.0,43.0,49.0,40.0,43.0,51.0,40.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
2,500.0,500.0,500.0,500.0,500.0,500.0,42.0,43.0,37.0,52.0,38.0,51.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
3,500.0,500.0,500.0,500.0,500.0,500.0,36.0,43.0,37.0,50.0,39.0,54.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
4,500.0,500.0,500.0,500.0,500.0,500.0,38.0,44.0,41.0,50.0,47.0,53.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
5,500.0,500.0,500.0,500.0,500.0,500.0,33.0,53.0,34.0,46.0,44.0,50.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
6,500.0,500.0,500.0,500.0,500.0,500.0,36.0,52.0,33.0,47.0,35.0,46.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
7,500.0,500.0,500.0,500.0,500.0,500.0,37.0,48.0,31.0,54.0,46.0,57.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
8,500.0,500.0,500.0,500.0,500.0,500.0,35.0,50.0,35.0,45.0,41.0,47.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
9,500.0,500.0,500.0,500.0,500.0,500.0,34.0,48.0,35.0,51.0,51.0,54.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
10,500.0,500.0,500.0,500.0,500.0,500.0,36.0,52.0,33.0,45.0,47.0,52.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
11,500.0,500.0,500.0,500.0,500.0,500.0,42.0,43.0,32.0,48.0,47.0,48.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
12,500.0,500.0,500.0,500.0,500.0,500.0,36.0,49.0,39.0,50.0,47.0,50.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
13,500.0,500.0,500.0,500.0,500.0,500.0,38.0,38.0,28.0,44.0,40.0,44.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
14,500.0,500.0,500.0,500.0,500.0,500.0,32.0,42.0,37.0,43.0,44.0,41.0,119.0,79.0,119.0,79.0,109.0,99.0,2614.0,500.0
