,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,33.0,177.0,45.0,500.0,25.0,234.0,32.0,703.0,96.0,385.0,132.0,1228.0,6966.0,500.0,6.0
1,33.0,90.0,138.0,498.0,26.0,115.0,166.0,741.0,96.0,193.0,546.0,1225.0,7047.0,498.0,6.0
2,33.0,177.0,45.0,500.0,29.0,234.0,33.0,768.0,96.0,385.0,132.0,1228.0,6966.0,500.0,6.0
3,33.0,177.0,33.0,500.0,31.0,238.0,19.0,758.0,96.0,391.0,96.0,1228.0,6894.0,500.0,6.0
4,33.0,57.0,177.0,500.0,30.0,67.0,205.0,756.0,96.0,115.0,664.0,1228.0,6942.0,500.0,6.0
5,33.0,177.0,33.0,500.0,24.0,241.0,20.0,765.0,96.0,394.0,96.0,1228.0,6912.0,500.0,6.0
6,33.0,88.0,153.0,496.0,23.0,105.0,158.0,743.0,96.0,184.0,556.0,1219.0,7005.0,496.0,6.0
7,33.0,105.0,123.0,495.0,29.0,137.0,147.0,714.0,96.0,223.0,480.0,1216.0,7002.0,495.0,6.0
8,33.0,164.0,57.0,500.0,30.0,217.0,48.0,727.0,96.0,361.0,196.0,1228.0,7014.0,500.0,6.0
9,33.0,69.0,187.0,499.0,26.0,81.0,192.0,748.0,96.0,142.0,638.0,1228.0,7026.0,499.0,6.0
10,33.0,33.0,211.0,499.0,34.0,33.0,264.0,735.0,96.0,61.0,810.0,1228.0,7056.0,499.0,6.0
11,33.0,45.0,177.0,500.0,35.0,49.0,217.0,734.0,96.0,91.0,728.0,1228.0,6990.0,500.0,6.0
12,33.0,69.0,164.0,500.0,25.0,85.0,183.0,722.0,96.0,151.0,615.0,1228.0,7011.0,500.0,6.0
13,33.0,33.0,201.0,500.0,21.0,34.0,247.0,740.0,96.0,61.0,744.0,1228.0,6858.0,500.0,6.0
14,33.0,45.0,201.0,500.0,34.0,51.0,224.0,728.0,96.0,85.0,708.0,1228.0,6894.0,500.0,6.0
15,33.0,57.0,176.0,500.0,19.0,70.0,213.0,748.0,96.0,112.0,684.0,1228.0,6984.0,500.0,6.0
16,33.0,33.0,201.0,497.0,26.0,30.0,221.0,743.0,96.0,61.0,800.0,1222.0,7008.0,497.0,6.0
17,33.0,141.0,81.0,500.0,25.0,181.0,69.0,741.0,96.0,307.0,276.0,1228.0,6930.0,500.0,6.0
18,33.0,148.0,81.0,496.0,28.0,195.0,70.0,714.0,96.0,328.0,268.0,1219.0,7005.0,496.0,6.0
19,33.0,175.0,43.0,499.0,33.0,246.0,42.0,734.0,96.0,391.0,150.0,1228.0,7056.0,499.0,6.0
20,33.0,33.0,199.0,499.0,33.0,30.0,243.0,730.0,96.0,61.0,795.0,1228.0,7011.0,499.0,6.0
21,33.0,105.0,136.0,496.0,27.0,141.0,150.0,741.0,96.0,226.0,475.0,1219.0,7014.0,496.0,6.0
22,33.0,153.0,81.0,492.0,33.0,199.0,77.0,750.0,96.0,331.0,276.0,1206.0,7008.0,492.0,6.0
23,33.0,42.0,186.0,498.0,29.0,47.0,245.0,736.0,96.0,82.0,764.0,1225.0,7035.0,498.0,6.0
24,33.0,45.0,188.0,500.0,23.0,53.0,223.0,711.0,96.0,88.0,723.0,1228.0,6957.0,500.0,6.0
25,33.0,93.0,153.0,497.0,24.0,123.0,152.0,722.0,96.0,196.0,528.0,1222.0,7002.0,497.0,6.0
26,33.0,93.0,139.0,499.0,34.0,113.0,152.0,720.0,96.0,199.0,530.0,1228.0,7044.0,499.0,6.0
27,33.0,189.0,33.0,493.0,32.0,263.0,23.0,737.0,96.0,418.0,96.0,1210.0,7002.0,493.0,6.0
28,33.0,81.0,165.0,493.0,26.0,101.0,186.0,755.0,96.0,166.0,600.0,1210.0,7002.0,493.0,6.0
29,33.0,80.0,165.0,500.0,29.0,110.0,179.0,735.0,96.0,172.0,556.0,1228.0,6960.0,500.0,6.0
30,33.0,152.0,81.0,500.0,21.0,213.0,66.0,714.0,96.0,337.0,240.0,1228.0,7002.0,500.0,6.0
31,33.0,33.0,197.0,497.0,33.0,30.0,243.0,740.0,96.0,61.0,803.0,1222.0,7017.0,497.0,6.0
32,33.0,165.0,45.0,500.0,27.0,217.0,38.0,716.0,96.0,361.0,160.0,1228.0,6906.0,500.0,6.0
33,33.0,138.0,93.0,498.0,36.0,183.0,86.0,763.0,96.0,304.0,312.0,1225.0,7011.0,498.0,6.0
34,33.0,105.0,117.0,500.0,30.0,134.0,129.0,728.0,96.0,223.0,456.0,1228.0,6966.0,500.0,6.0
35,33.0,126.0,102.0,498.0,35.0,165.0,120.0,737.0,96.0,271.0,384.0,1225.0,7029.0,498.0,6.0
36,33.0,129.0,93.0,494.0,29.0,168.0,103.0,728.0,96.0,277.0,376.0,1213.0,7005.0,494.0,6.0
37,33.0,176.0,57.0,488.0,26.0,225.0,39.0,694.0,96.0,388.0,168.0,1198.0,7002.0,488.0,6.0
38,33.0,116.0,104.0,500.0,31.0,144.0,131.0,750.0,96.0,253.0,407.0,1228.0,6999.0,500.0,6.0
39,33.0,117.0,104.0,500.0,27.0,158.0,118.0,715.0,96.0,256.0,399.0,1228.0,6993.0,500.0,6.0
40,33.0,57.0,165.0,500.0,24.0,75.0,217.0,739.0,96.0,118.0,636.0,1228.0,6876.0,500.0,6.0
41,33.0,33.0,201.0,500.0,27.0,33.0,228.0,746.0,96.0,61.0,756.0,1228.0,6894.0,500.0,6.0
