,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,14.0,26.0,31.0,499.0,19.0,79.0,25.0,37.0,40.0,765.0,35.0,118.0,58.0,59.0,121.0,1241.0,88.0,228.0,6052.0,499.0,5.0
1,14.0,14.0,50.0,500.0,26.0,62.0,15.0,18.0,56.0,710.0,44.0,81.0,58.0,32.0,166.0,1244.0,96.0,175.0,5854.0,500.0,5.0
2,14.0,14.0,14.0,490.0,14.0,118.0,19.0,18.0,14.0,731.0,21.0,175.0,58.0,32.0,58.0,1220.0,57.0,352.0,6010.0,490.0,5.0
3,14.0,26.0,14.0,500.0,14.0,92.0,26.0,32.0,16.0,717.0,22.0,143.0,58.0,59.0,58.0,1244.0,57.0,296.0,6020.0,500.0,5.0
4,14.0,14.0,26.0,500.0,26.0,50.0,15.0,20.0,42.0,720.0,60.0,85.0,58.0,32.0,130.0,1244.0,149.0,175.0,5958.0,500.0,5.0
5,14.0,14.0,14.0,499.0,14.0,98.0,15.0,19.0,15.0,750.0,20.0,172.0,58.0,32.0,58.0,1242.0,57.0,335.0,6008.0,499.0,5.0
6,14.0,14.0,26.0,500.0,14.0,104.0,19.0,10.0,29.0,717.0,18.0,150.0,58.0,32.0,94.0,1244.0,57.0,296.0,5966.0,500.0,5.0
7,14.0,26.0,14.0,500.0,14.0,92.0,24.0,38.0,17.0,745.0,11.0,148.0,58.0,59.0,58.0,1244.0,57.0,296.0,6020.0,500.0,5.0
8,14.0,14.0,14.0,497.0,14.0,98.0,21.0,19.0,17.0,720.0,21.0,174.0,58.0,32.0,58.0,1233.0,57.0,339.0,6000.0,497.0,5.0
9,14.0,14.0,26.0,491.0,14.0,98.0,20.0,20.0,29.0,749.0,23.0,163.0,58.0,32.0,94.0,1223.0,57.0,321.0,6003.0,491.0,5.0
10,14.0,14.0,14.0,499.0,19.0,86.0,16.0,18.0,15.0,713.0,38.0,158.0,58.0,32.0,58.0,1241.0,88.0,307.0,6017.0,499.0,5.0
11,14.0,14.0,14.0,497.0,14.0,98.0,18.0,17.0,15.0,722.0,21.0,180.0,58.0,32.0,58.0,1233.0,57.0,339.0,6000.0,497.0,5.0
12,14.0,14.0,26.0,499.0,14.0,91.0,11.0,19.0,29.0,740.0,15.0,158.0,58.0,32.0,94.0,1241.0,57.0,310.0,6013.0,499.0,5.0
13,14.0,14.0,31.0,499.0,38.0,55.0,19.0,20.0,48.0,762.0,60.0,85.0,58.0,32.0,157.0,1241.0,135.0,182.0,6002.0,499.0,5.0
14,14.0,14.0,14.0,500.0,26.0,80.0,21.0,14.0,12.0,740.0,40.0,138.0,58.0,32.0,58.0,1244.0,96.0,296.0,6014.0,500.0,5.0
15,14.0,14.0,38.0,499.0,26.0,79.0,19.0,15.0,48.0,739.0,41.0,134.0,58.0,32.0,130.0,1241.0,96.0,246.0,6021.0,499.0,5.0
16,14.0,14.0,14.0,491.0,26.0,83.0,23.0,19.0,14.0,750.0,62.0,132.0,58.0,32.0,58.0,1223.0,149.0,257.0,6007.0,491.0,5.0
17,14.0,26.0,43.0,499.0,14.0,62.0,13.0,33.0,68.0,767.0,23.0,93.0,58.0,59.0,193.0,1241.0,57.0,193.0,6004.0,499.0,5.0
18,14.0,14.0,38.0,492.0,14.0,84.0,14.0,19.0,44.0,744.0,21.0,149.0,58.0,32.0,130.0,1226.0,57.0,296.0,6020.0,492.0,5.0
19,14.0,26.0,14.0,500.0,26.0,86.0,18.0,35.0,14.0,703.0,40.0,123.0,58.0,59.0,58.0,1244.0,96.0,239.0,5948.0,500.0,5.0
20,14.0,26.0,62.0,500.0,26.0,26.0,8.0,35.0,62.0,779.0,64.0,31.0,58.0,59.0,202.0,1244.0,149.0,79.0,5952.0,500.0,5.0
21,14.0,14.0,26.0,500.0,26.0,74.0,22.0,19.0,38.0,721.0,38.0,106.0,58.0,32.0,130.0,1244.0,96.0,239.0,6002.0,500.0,5.0
22,14.0,26.0,38.0,500.0,14.0,74.0,16.0,38.0,46.0,732.0,21.0,103.0,58.0,59.0,130.0,1244.0,57.0,225.0,5952.0,500.0,5.0
23,14.0,38.0,14.0,500.0,14.0,74.0,19.0,59.0,15.0,722.0,21.0,116.0,58.0,86.0,58.0,1244.0,57.0,239.0,5954.0,500.0,5.0
24,14.0,14.0,62.0,500.0,14.0,62.0,13.0,13.0,65.0,769.0,19.0,112.0,58.0,32.0,202.0,1244.0,57.0,225.0,6006.0,500.0,5.0
25,14.0,14.0,14.0,500.0,26.0,92.0,20.0,18.0,13.0,709.0,40.0,140.0,58.0,32.0,58.0,1244.0,96.0,296.0,6014.0,500.0,5.0
26,14.0,26.0,14.0,499.0,31.0,67.0,18.0,35.0,13.0,749.0,57.0,113.0,58.0,59.0,58.0,1241.0,127.0,228.0,6019.0,499.0,5.0
27,14.0,26.0,26.0,500.0,14.0,80.0,17.0,42.0,28.0,746.0,24.0,134.0,58.0,59.0,94.0,1244.0,57.0,267.0,6012.0,500.0,5.0
28,14.0,14.0,26.0,500.0,26.0,80.0,13.0,20.0,30.0,731.0,41.0,137.0,58.0,32.0,94.0,1244.0,96.0,267.0,6006.0,500.0,5.0
29,14.0,14.0,14.0,490.0,14.0,106.0,20.0,21.0,13.0,730.0,21.0,183.0,58.0,32.0,58.0,1220.0,57.0,353.0,6014.0,490.0,5.0
30,14.0,14.0,26.0,499.0,14.0,91.0,17.0,15.0,27.0,723.0,21.0,150.0,58.0,32.0,94.0,1241.0,57.0,310.0,6013.0,499.0,5.0
31,14.0,38.0,14.0,500.0,26.0,62.0,14.0,59.0,11.0,700.0,38.0,82.0,58.0,89.0,58.0,1244.0,96.0,175.0,5872.0,500.0,5.0
