,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,11.0,11.0,720.0,720.0,11.0,720.0,18.0,14.0,14.0,15.0,17.0,23.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
1,12.0,12.0,720.0,720.0,720.0,720.0,13.0,15.0,14.0,16.0,25.0,22.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
2,11.0,720.0,720.0,720.0,720.0,720.0,19.0,18.0,14.0,12.0,22.0,20.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
3,11.0,720.0,720.0,720.0,11.0,11.0,17.0,15.0,19.0,16.0,18.0,15.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
4,11.0,720.0,720.0,720.0,720.0,720.0,17.0,14.0,18.0,13.0,22.0,17.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
5,13.0,720.0,720.0,720.0,13.0,13.0,11.0,20.0,24.0,19.0,19.0,15.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
6,12.0,720.0,720.0,720.0,12.0,720.0,19.0,20.0,19.0,13.0,17.0,17.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
7,12.0,720.0,12.0,720.0,720.0,720.0,16.0,19.0,11.0,16.0,25.0,25.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
8,12.0,720.0,720.0,720.0,720.0,720.0,20.0,17.0,15.0,11.0,26.0,23.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
9,11.0,11.0,720.0,720.0,720.0,720.0,11.0,15.0,18.0,9.0,24.0,27.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
10,13.0,720.0,13.0,720.0,720.0,720.0,11.0,17.0,13.0,12.0,25.0,24.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
11,11.0,720.0,720.0,720.0,11.0,720.0,15.0,15.0,16.0,13.0,18.0,23.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
12,13.0,720.0,720.0,720.0,720.0,720.0,10.0,24.0,18.0,22.0,26.0,23.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
13,11.0,11.0,720.0,720.0,11.0,720.0,13.0,11.0,16.0,16.0,20.0,26.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
14,10.0,720.0,720.0,720.0,10.0,720.0,20.0,15.0,16.0,19.0,17.0,18.0,44.0,21.0,44.0,21.0,46.0,36.0,913.0,720.0,2.0
15,10.0,720.0,720.0,720.0,10.0,720.0,16.0,14.0,19.0,14.0,19.0,19.0,44.0,21.0,44.0,21.0,46.0,36.0,913.0,720.0,2.0
16,11.0,720.0,720.0,720.0,11.0,720.0,18.0,19.0,19.0,16.0,20.0,18.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
17,12.0,720.0,720.0,720.0,12.0,720.0,17.0,17.0,13.0,17.0,19.0,22.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
18,12.0,720.0,720.0,720.0,12.0,720.0,19.0,17.0,16.0,15.0,20.0,29.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
19,12.0,720.0,12.0,720.0,720.0,720.0,9.0,21.0,11.0,17.0,23.0,24.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
20,11.0,720.0,720.0,720.0,720.0,720.0,14.0,15.0,15.0,17.0,21.0,20.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
21,11.0,720.0,720.0,720.0,11.0,720.0,16.0,15.0,19.0,13.0,19.0,20.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
22,11.0,11.0,11.0,720.0,720.0,720.0,14.0,15.0,10.0,18.0,27.0,22.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
23,12.0,720.0,720.0,720.0,720.0,720.0,16.0,17.0,12.0,16.0,26.0,19.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
24,12.0,720.0,12.0,720.0,720.0,720.0,15.0,17.0,10.0,20.0,27.0,25.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
25,11.0,720.0,720.0,720.0,720.0,720.0,19.0,18.0,16.0,16.0,21.0,19.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
26,10.0,720.0,720.0,720.0,10.0,720.0,17.0,14.0,16.0,16.0,19.0,18.0,44.0,21.0,44.0,21.0,46.0,36.0,913.0,720.0,2.0
27,12.0,12.0,720.0,720.0,720.0,720.0,15.0,13.0,16.0,16.0,24.0,24.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
28,13.0,720.0,720.0,720.0,720.0,720.0,17.0,21.0,17.0,20.0,21.0,26.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
29,12.0,720.0,720.0,720.0,720.0,720.0,17.0,18.0,17.0,16.0,21.0,18.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
30,10.0,720.0,720.0,720.0,720.0,720.0,18.0,15.0,16.0,15.0,22.0,16.0,44.0,21.0,44.0,21.0,46.0,36.0,913.0,720.0,2.0
31,11.0,720.0,11.0,720.0,11.0,720.0,19.0,18.0,12.0,16.0,16.0,21.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
32,11.0,720.0,720.0,720.0,720.0,720.0,15.0,19.0,16.0,10.0,21.0,23.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
33,12.0,12.0,720.0,720.0,720.0,720.0,10.0,14.0,17.0,17.0,26.0,21.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
34,13.0,720.0,720.0,720.0,720.0,720.0,16.0,21.0,24.0,19.0,25.0,21.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
35,13.0,720.0,720.0,720.0,13.0,720.0,15.0,22.0,15.0,17.0,21.0,21.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
36,13.0,720.0,720.0,720.0,13.0,720.0,17.0,19.0,15.0,18.0,18.0,21.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
37,11.0,720.0,720.0,720.0,11.0,720.0,20.0,14.0,19.0,12.0,20.0,21.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
38,11.0,720.0,720.0,720.0,720.0,720.0,13.0,15.0,14.0,14.0,20.0,24.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
39,12.0,720.0,720.0,720.0,720.0,720.0,16.0,17.0,14.0,17.0,22.0,22.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
40,12.0,12.0,12.0,720.0,720.0,720.0,9.0,17.0,13.0,17.0,27.0,28.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
41,10.0,720.0,720.0,720.0,720.0,720.0,13.0,14.0,16.0,15.0,24.0,22.0,44.0,21.0,44.0,21.0,46.0,36.0,913.0,720.0,2.0
42,12.0,720.0,12.0,720.0,720.0,720.0,18.0,17.0,13.0,13.0,23.0,22.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
43,11.0,720.0,11.0,720.0,720.0,720.0,12.0,18.0,13.0,21.0,23.0,20.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
44,11.0,11.0,720.0,720.0,720.0,720.0,16.0,13.0,15.0,18.0,20.0,18.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
45,11.0,11.0,720.0,720.0,11.0,720.0,13.0,13.0,19.0,14.0,17.0,26.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
46,13.0,720.0,13.0,720.0,720.0,720.0,16.0,21.0,14.0,18.0,20.0,21.0,55.0,30.0,55.0,30.0,55.0,45.0,1165.0,720.0,2.0
47,12.0,12.0,12.0,720.0,720.0,720.0,19.0,16.0,9.0,17.0,27.0,18.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,2.0
48,11.0,720.0,11.0,720.0,720.0,720.0,16.0,18.0,9.0,16.0,23.0,22.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
49,11.0,720.0,11.0,720.0,720.0,720.0,12.0,18.0,12.0,16.0,21.0,21.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,2.0
