,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,11.0,24.0,36.0,107.0,35.0,107.0,15.0,31.0,35.0,167.0,66.0,196.0,48.0,56.0,156.0,264.0,180.0,434.0,4340.0,107.0,4.0
1,12.0,48.0,72.0,72.0,48.0,36.0,12.0,71.0,116.0,113.0,142.0,56.0,51.0,117.0,411.0,177.0,328.0,142.0,4652.0,72.0,4.0
2,12.0,34.0,48.0,94.0,24.0,94.0,19.0,49.0,81.0,143.0,53.0,193.0,51.0,81.0,267.0,231.0,144.0,408.0,4494.0,94.0,4.0
3,12.0,36.0,72.0,84.0,12.0,84.0,18.0,52.0,133.0,119.0,18.0,186.0,51.0,87.0,411.0,207.0,52.0,367.0,4358.0,84.0,4.0
4,13.0,17.0,77.0,77.0,29.0,77.0,12.0,20.0,148.0,115.0,72.0,151.0,55.0,35.0,451.0,185.0,186.0,337.0,4540.0,77.0,4.0
5,11.0,39.0,75.0,75.0,35.0,51.0,16.0,56.0,133.0,108.0,102.0,99.0,48.0,93.0,444.0,179.0,233.0,221.0,4531.0,75.0,4.0
6,11.0,11.0,47.0,71.0,59.0,71.0,14.0,11.0,71.0,100.0,173.0,135.0,48.0,24.0,264.0,174.0,417.0,289.0,4570.0,71.0,4.0
7,11.0,23.0,35.0,86.0,35.0,86.0,22.0,30.0,53.0,120.0,94.0,184.0,48.0,54.0,192.0,205.0,233.0,376.0,4242.0,86.0,4.0
8,12.0,72.0,60.0,72.0,36.0,36.0,17.0,113.0,105.0,113.0,87.0,66.0,51.0,177.0,339.0,177.0,236.0,142.0,4428.0,72.0,4.0
9,13.0,13.0,61.0,88.0,25.0,88.0,14.0,11.0,109.0,128.0,48.0,194.0,55.0,30.0,343.0,211.0,147.0,382.0,4291.0,88.0,4.0
10,11.0,24.0,32.0,92.0,36.0,92.0,15.0,33.0,47.0,138.0,96.0,193.0,48.0,56.0,156.0,225.0,233.0,376.0,4203.0,92.0,4.0
11,10.0,34.0,22.0,94.0,34.0,94.0,18.0,45.0,30.0,134.0,90.0,196.0,44.0,81.0,116.0,231.0,230.0,402.0,4319.0,94.0,4.0
12,12.0,36.0,60.0,72.0,36.0,72.0,21.0,52.0,111.0,110.0,95.0,164.0,51.0,87.0,339.0,177.0,236.0,292.0,4488.0,72.0,4.0
13,11.0,59.0,59.0,71.0,47.0,71.0,12.0,90.0,90.0,103.0,131.0,133.0,48.0,144.0,336.0,174.0,325.0,289.0,5138.0,71.0,4.0
14,12.0,24.0,12.0,108.0,24.0,108.0,21.0,32.0,11.0,163.0,35.0,242.0,51.0,54.0,51.0,267.0,91.0,466.0,3812.0,108.0,4.0
15,12.0,12.0,84.0,96.0,36.0,60.0,16.0,14.0,152.0,148.0,78.0,123.0,51.0,27.0,474.0,237.0,236.0,263.0,4597.0,96.0,4.0
16,11.0,11.0,50.0,86.0,23.0,86.0,16.0,12.0,95.0,123.0,53.0,217.0,48.0,24.0,287.0,205.0,141.0,376.0,3979.0,86.0,4.0
