,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,20.0,20.0,44.0,272.0,28.0,23.0,57.0,400.0,74.0,44.0,182.0,674.0,3276.0,272.0,8.0
1,20.0,20.0,32.0,284.0,24.0,27.0,30.0,430.0,74.0,44.0,110.0,704.0,3150.0,284.0,8.0
2,22.0,22.0,58.0,262.0,18.0,28.0,87.0,383.0,78.0,48.0,270.0,648.0,3510.0,262.0,8.0
3,18.0,30.0,18.0,270.0,28.0,39.0,21.0,425.0,69.0,68.0,69.0,671.0,3042.0,270.0,8.0
4,21.0,21.0,21.0,297.0,25.0,25.0,21.0,437.0,76.0,46.0,76.0,736.0,3168.0,297.0,8.0
5,22.0,22.0,46.0,262.0,23.0,26.0,68.0,396.0,78.0,48.0,206.0,648.0,3318.0,262.0,8.0
6,22.0,22.0,22.0,286.0,29.0,28.0,18.0,430.0,78.0,48.0,78.0,708.0,3114.0,286.0,8.0
7,21.0,57.0,21.0,249.0,22.0,91.0,19.0,373.0,76.0,136.0,76.0,616.0,3348.0,249.0,8.0
8,21.0,33.0,21.0,273.0,26.0,48.0,20.0,406.0,76.0,76.0,76.0,676.0,3168.0,273.0,8.0
9,16.0,40.0,52.0,232.0,23.0,66.0,69.0,345.0,64.0,93.0,232.0,576.0,3366.0,232.0,8.0
10,22.0,22.0,22.0,286.0,19.0,30.0,21.0,431.0,78.0,48.0,78.0,708.0,3114.0,286.0,8.0
11,21.0,21.0,21.0,297.0,22.0,27.0,21.0,430.0,76.0,46.0,76.0,736.0,3168.0,297.0,8.0
12,21.0,21.0,57.0,261.0,28.0,19.0,69.0,386.0,76.0,46.0,220.0,646.0,3330.0,261.0,8.0
13,22.0,22.0,22.0,286.0,22.0,29.0,21.0,434.0,78.0,48.0,78.0,708.0,3114.0,286.0,8.0
14,18.0,78.0,30.0,234.0,27.0,126.0,27.0,337.0,69.0,185.0,105.0,581.0,3582.0,234.0,8.0
15,20.0,20.0,56.0,248.0,27.0,26.0,72.0,375.0,74.0,44.0,218.0,614.0,3204.0,248.0,8.0
16,20.0,32.0,20.0,284.0,25.0,45.0,20.0,413.0,74.0,74.0,74.0,704.0,3222.0,284.0,8.0
17,22.0,22.0,46.0,262.0,21.0,28.0,54.0,401.0,78.0,48.0,186.0,648.0,3258.0,262.0,8.0
18,20.0,32.0,32.0,272.0,27.0,46.0,38.0,405.0,74.0,74.0,128.0,674.0,3294.0,272.0,8.0
19,19.0,19.0,55.0,247.0,25.0,25.0,73.0,382.0,71.0,42.0,215.0,612.0,3159.0,247.0,8.0
20,22.0,22.0,34.0,274.0,20.0,28.0,41.0,411.0,78.0,48.0,142.0,678.0,3216.0,274.0,8.0
21,21.0,33.0,21.0,273.0,22.0,51.0,21.0,419.0,76.0,73.0,76.0,676.0,3150.0,273.0,8.0
22,21.0,33.0,57.0,237.0,21.0,46.0,83.0,364.0,76.0,76.0,265.0,586.0,3465.0,237.0,8.0
23,19.0,31.0,55.0,247.0,24.0,45.0,65.0,370.0,71.0,69.0,197.0,612.0,3267.0,247.0,8.0
24,20.0,20.0,20.0,284.0,31.0,28.0,18.0,431.0,74.0,44.0,74.0,704.0,3042.0,284.0,8.0
25,21.0,21.0,69.0,237.0,28.0,26.0,93.0,356.0,76.0,46.0,332.0,586.0,3486.0,237.0,8.0
26,22.0,46.0,34.0,250.0,28.0,66.0,42.0,365.0,78.0,105.0,142.0,618.0,3378.0,250.0,8.0
27,20.0,32.0,56.0,248.0,30.0,41.0,69.0,366.0,74.0,71.0,218.0,614.0,3366.0,248.0,8.0
28,21.0,21.0,33.0,261.0,19.0,28.0,37.0,416.0,76.0,46.0,130.0,646.0,3060.0,261.0,8.0
29,20.0,32.0,56.0,236.0,24.0,46.0,86.0,345.0,74.0,74.0,263.0,584.0,3429.0,236.0,8.0
30,19.0,19.0,43.0,259.0,24.0,21.0,59.0,407.0,71.0,42.0,179.0,642.0,3141.0,259.0,8.0
31,21.0,21.0,33.0,297.0,22.0,28.0,30.0,433.0,76.0,46.0,112.0,736.0,3276.0,297.0,8.0
32,18.0,18.0,54.0,258.0,23.0,24.0,71.0,387.0,69.0,41.0,213.0,641.0,3222.0,258.0,8.0
33,22.0,22.0,58.0,238.0,23.0,30.0,91.0,356.0,78.0,48.0,270.0,588.0,3330.0,238.0,8.0
34,20.0,44.0,20.0,260.0,28.0,65.0,19.0,399.0,74.0,104.0,74.0,644.0,3222.0,260.0,8.0
35,23.0,23.0,59.0,239.0,27.0,28.0,92.0,370.0,80.0,49.0,272.0,589.0,3357.0,239.0,8.0
36,22.0,22.0,34.0,286.0,26.0,29.0,38.0,415.0,78.0,48.0,132.0,708.0,3276.0,286.0,8.0
37,21.0,21.0,21.0,273.0,25.0,29.0,22.0,426.0,76.0,46.0,76.0,676.0,2988.0,273.0,8.0
38,21.0,33.0,21.0,273.0,25.0,48.0,22.0,423.0,76.0,76.0,76.0,676.0,3168.0,273.0,8.0
39,20.0,32.0,20.0,296.0,26.0,45.0,20.0,426.0,74.0,74.0,74.0,734.0,3312.0,296.0,8.0
40,19.0,43.0,31.0,259.0,24.0,68.0,31.0,392.0,71.0,96.0,107.0,642.0,3249.0,259.0,8.0
41,20.0,32.0,32.0,272.0,22.0,47.0,39.0,393.0,74.0,74.0,128.0,674.0,3294.0,272.0,8.0
42,20.0,20.0,32.0,248.0,30.0,27.0,43.0,401.0,74.0,44.0,128.0,614.0,2934.0,248.0,8.0
43,21.0,21.0,93.0,225.0,22.0,29.0,131.0,331.0,76.0,46.0,376.0,556.0,3528.0,225.0,8.0
44,22.0,34.0,34.0,286.0,22.0,47.0,30.0,406.0,78.0,78.0,114.0,708.0,3402.0,286.0,8.0
