,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,100.0,220.0,272.0,500.0,37.0,208.0,291.0,635.0,119.0,355.0,975.0,1074.0,8991.0,500.0,8.0
1,100.0,172.0,332.0,500.0,36.0,142.0,342.0,625.0,119.0,241.0,1174.0,1074.0,8904.0,500.0,8.0
2,103.0,319.0,175.0,499.0,39.0,335.0,141.0,651.0,137.0,572.0,515.0,1070.0,9024.0,499.0,8.0
3,103.0,103.0,379.0,499.0,47.0,39.0,472.0,621.0,137.0,80.0,1496.0,1070.0,9015.0,499.0,8.0
4,100.0,392.0,104.0,500.0,34.0,437.0,32.0,660.0,119.0,771.0,142.0,1074.0,8988.0,500.0,8.0
5,100.0,368.0,148.0,500.0,40.0,410.0,81.0,635.0,119.0,688.0,308.0,1074.0,9000.0,500.0,8.0
6,100.0,116.0,380.0,500.0,23.0,61.0,436.0,636.0,119.0,108.0,1462.0,1074.0,8970.0,500.0,8.0
7,100.0,332.0,176.0,500.0,38.0,386.0,130.0,653.0,119.0,610.0,462.0,1074.0,8994.0,500.0,8.0
8,104.0,356.0,152.0,500.0,48.0,402.0,86.0,637.0,142.0,654.0,323.0,1074.0,8967.0,500.0,8.0
9,100.0,232.0,272.0,500.0,44.0,231.0,275.0,642.0,119.0,379.0,928.0,1074.0,8994.0,500.0,8.0
10,103.0,307.0,199.0,499.0,47.0,328.0,159.0,642.0,137.0,545.0,565.0,1070.0,9012.0,499.0,8.0
11,100.0,100.0,380.0,500.0,39.0,42.0,475.0,651.0,119.0,79.0,1522.0,1074.0,8976.0,500.0,8.0
12,100.0,128.0,356.0,500.0,45.0,76.0,427.0,625.0,119.0,132.0,1396.0,1074.0,8916.0,500.0,8.0
13,100.0,116.0,376.0,500.0,32.0,62.0,432.0,642.0,119.0,108.0,1445.0,1074.0,8919.0,500.0,8.0
14,100.0,100.0,378.0,498.0,33.0,43.0,477.0,647.0,119.0,79.0,1535.0,1069.0,9000.0,498.0,8.0
15,100.0,164.0,332.0,500.0,32.0,129.0,365.0,677.0,119.0,222.0,1216.0,1074.0,8916.0,500.0,8.0
16,104.0,140.0,356.0,500.0,30.0,96.0,405.0,657.0,142.0,165.0,1285.0,1074.0,8919.0,500.0,8.0
17,100.0,343.0,163.0,500.0,33.0,374.0,112.0,637.0,119.0,623.0,420.0,1072.0,8943.0,500.0,8.0
18,100.0,104.0,392.0,500.0,32.0,42.0,456.0,669.0,119.0,84.0,1508.0,1074.0,8964.0,500.0,8.0
19,100.0,388.0,112.0,500.0,39.0,466.0,40.0,617.0,119.0,748.0,159.0,1074.0,8901.0,500.0,8.0
20,100.0,368.0,124.0,500.0,34.0,437.0,50.0,632.0,119.0,730.0,199.0,1077.0,8922.0,500.0,8.0
21,100.0,104.0,380.0,500.0,36.0,43.0,462.0,631.0,119.0,84.0,1501.0,1074.0,8943.0,500.0,8.0
22,100.0,308.0,200.0,500.0,38.0,311.0,167.0,636.0,119.0,546.0,590.0,1074.0,8982.0,500.0,8.0
23,100.0,152.0,340.0,500.0,39.0,117.0,385.0,644.0,119.0,198.0,1265.0,1074.0,8919.0,500.0,8.0
24,100.0,160.0,338.0,494.0,32.0,126.0,390.0,631.0,119.0,214.0,1271.0,1063.0,9000.0,494.0,8.0
25,100.0,315.0,183.0,495.0,44.0,371.0,147.0,666.0,119.0,601.0,497.0,1066.0,9009.0,495.0,8.0
26,100.0,104.0,380.0,500.0,40.0,46.0,477.0,682.0,119.0,84.0,1498.0,1074.0,8934.0,500.0,8.0
27,100.0,244.0,260.0,500.0,42.0,238.0,253.0,671.0,119.0,412.0,843.0,1074.0,8937.0,500.0,8.0
28,100.0,112.0,376.0,500.0,38.0,57.0,440.0,643.0,119.0,106.0,1478.0,1074.0,9006.0,500.0,8.0
29,104.0,368.0,128.0,500.0,46.0,443.0,55.0,638.0,142.0,709.0,222.0,1074.0,9006.0,500.0,8.0
30,100.0,304.0,208.0,500.0,36.0,345.0,179.0,664.0,119.0,544.0,597.0,1074.0,8991.0,500.0,8.0
31,103.0,283.0,211.0,499.0,43.0,307.0,198.0,632.0,137.0,491.0,671.0,1070.0,9006.0,499.0,8.0
32,103.0,103.0,391.0,499.0,39.0,42.0,460.0,652.0,137.0,80.0,1501.0,1070.0,9030.0,499.0,8.0
33,103.0,295.0,199.0,499.0,40.0,315.0,181.0,652.0,137.0,519.0,629.0,1070.0,9036.0,499.0,8.0
34,100.0,332.0,184.0,500.0,31.0,387.0,130.0,637.0,119.0,609.0,463.0,1074.0,8979.0,500.0,8.0
35,100.0,136.0,352.0,496.0,43.0,88.0,410.0,633.0,119.0,160.0,1388.0,1069.0,9045.0,496.0,8.0
36,104.0,104.0,368.0,500.0,50.0,46.0,483.0,675.0,142.0,84.0,1466.0,1074.0,8976.0,500.0,8.0
37,100.0,148.0,356.0,500.0,45.0,102.0,378.0,655.0,119.0,190.0,1321.0,1074.0,9039.0,500.0,8.0
38,100.0,356.0,140.0,500.0,37.0,425.0,92.0,637.0,119.0,681.0,331.0,1074.0,9015.0,500.0,8.0
39,104.0,116.0,380.0,500.0,40.0,59.0,438.0,627.0,142.0,108.0,1444.0,1074.0,9054.0,500.0,8.0
40,100.0,188.0,320.0,500.0,42.0,162.0,323.0,629.0,119.0,282.0,1119.0,1074.0,8985.0,500.0,8.0
41,100.0,100.0,388.0,496.0,40.0,44.0,475.0,662.0,119.0,79.0,1541.0,1069.0,9018.0,496.0,8.0
42,103.0,199.0,307.0,499.0,34.0,180.0,299.0,653.0,137.0,306.0,1046.0,1070.0,9009.0,499.0,8.0
43,100.0,100.0,380.0,500.0,33.0,41.0,443.0,621.0,119.0,79.0,1504.0,1074.0,8922.0,500.0,8.0
44,100.0,344.0,175.0,500.0,37.0,395.0,116.0,641.0,119.0,626.0,402.0,1072.0,8907.0,500.0,8.0
45,104.0,320.0,188.0,500.0,43.0,349.0,136.0,641.0,142.0,573.0,502.0,1074.0,9018.0,500.0,8.0
46,103.0,379.0,115.0,499.0,34.0,460.0,42.0,670.0,137.0,747.0,177.0,1070.0,9048.0,499.0,8.0
47,100.0,104.0,392.0,500.0,34.0,43.0,466.0,642.0,119.0,84.0,1526.0,1074.0,9018.0,500.0,8.0
48,100.0,303.0,207.0,495.0,35.0,332.0,180.0,637.0,119.0,541.0,614.0,1066.0,9000.0,495.0,8.0
49,104.0,152.0,356.0,500.0,39.0,110.0,381.0,652.0,142.0,195.0,1240.0,1074.0,8964.0,500.0,8.0
