,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,10.0,34.0,46.0,86.0,22.0,86.0,17.0,51.0,84.0,118.0,52.0,192.0,44.0,81.0,260.0,206.0,138.0,375.0,4200.0,86.0,6.0
1,11.0,33.0,23.0,105.0,23.0,105.0,17.0,51.0,30.0,161.0,57.0,223.0,48.0,78.0,120.0,258.0,141.0,455.0,4274.0,105.0,6.0
2,11.0,11.0,86.0,147.0,24.0,36.0,13.0,10.0,153.0,233.0,53.0,53.0,48.0,24.0,462.0,364.0,141.0,121.0,3958.0,147.0,6.0
3,11.0,23.0,44.0,104.0,32.0,92.0,17.0,30.0,73.0,146.0,70.0,201.0,48.0,54.0,228.0,255.0,166.0,401.0,4329.0,104.0,6.0
4,12.0,52.0,24.0,76.0,52.0,64.0,13.0,84.0,34.0,104.0,165.0,125.0,51.0,126.0,123.0,182.0,367.0,284.0,4581.0,76.0,6.0
5,11.0,11.0,35.0,167.0,23.0,59.0,18.0,14.0,52.0,278.0,59.0,109.0,48.0,24.0,174.0,414.0,141.0,238.0,3712.0,167.0,6.0
6,12.0,36.0,24.0,101.0,24.0,89.0,15.0,55.0,37.0,150.0,59.0,195.0,51.0,87.0,123.0,246.0,144.0,387.0,4059.0,101.0,6.0
7,12.0,20.0,48.0,80.0,68.0,56.0,12.0,26.0,74.0,107.0,229.0,95.0,51.0,45.0,267.0,195.0,486.0,224.0,4802.0,80.0,6.0
8,12.0,12.0,64.0,93.0,25.0,93.0,18.0,14.0,113.0,135.0,53.0,178.0,51.0,27.0,357.0,226.0,144.0,379.0,4309.0,93.0,6.0
9,11.0,11.0,36.0,114.0,23.0,101.0,15.0,14.0,52.0,174.0,33.0,215.0,48.0,24.0,156.0,275.0,88.0,413.0,3732.0,114.0,6.0
10,11.0,24.0,36.0,107.0,11.0,107.0,20.0,32.0,60.0,156.0,18.0,223.0,48.0,56.0,192.0,264.0,49.0,434.0,3924.0,107.0,6.0
11,12.0,12.0,12.0,122.0,12.0,122.0,12.0,12.0,13.0,180.0,19.0,272.0,51.0,27.0,51.0,297.0,52.0,524.0,3816.0,122.0,6.0
12,12.0,24.0,12.0,108.0,24.0,108.0,19.0,34.0,12.0,162.0,58.0,224.0,51.0,57.0,51.0,267.0,144.0,466.0,4042.0,108.0,6.0
13,13.0,13.0,37.0,109.0,13.0,109.0,13.0,16.0,51.0,168.0,22.0,235.0,55.0,30.0,163.0,270.0,55.0,469.0,3905.0,109.0,6.0
14,12.0,60.0,60.0,72.0,24.0,72.0,12.0,93.0,111.0,102.0,50.0,133.0,51.0,147.0,339.0,177.0,144.0,292.0,4480.0,72.0,6.0
15,11.0,11.0,11.0,138.0,18.0,114.0,18.0,15.0,11.0,233.0,33.0,219.0,48.0,24.0,48.0,339.0,88.0,442.0,3713.0,138.0,6.0
16,11.0,11.0,35.0,203.0,11.0,47.0,14.0,13.0,58.0,316.0,18.0,87.0,48.0,24.0,192.0,504.0,49.0,203.0,3528.0,203.0,6.0
17,11.0,35.0,23.0,107.0,23.0,107.0,10.0,43.0,28.0,156.0,51.0,217.0,48.0,81.0,111.0,264.0,141.0,463.0,4315.0,107.0,6.0
18,11.0,47.0,11.0,123.0,47.0,63.0,13.0,66.0,12.0,182.0,115.0,127.0,48.0,111.0,48.0,299.0,272.0,249.0,4079.0,123.0,6.0
19,13.0,13.0,25.0,116.0,13.0,116.0,16.0,16.0,36.0,176.0,14.0,261.0,55.0,30.0,127.0,285.0,55.0,498.0,3958.0,116.0,6.0
20,11.0,11.0,59.0,121.0,11.0,85.0,12.0,13.0,94.0,186.0,19.0,191.0,48.0,24.0,300.0,294.0,49.0,363.0,3862.0,121.0,6.0
21,12.0,24.0,24.0,87.0,48.0,75.0,12.0,32.0,37.0,129.0,145.0,160.0,51.0,57.0,123.0,208.0,328.0,329.0,4272.0,87.0,6.0
22,12.0,47.0,71.0,83.0,24.0,59.0,21.0,70.0,139.0,121.0,57.0,119.0,51.0,114.0,411.0,204.0,144.0,256.0,4435.0,83.0,6.0
23,11.0,42.0,42.0,102.0,30.0,102.0,19.0,60.0,63.0,140.0,53.0,212.0,48.0,96.0,192.0,249.0,127.0,434.0,4431.0,102.0,6.0
