,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,30.0,470.0,30.0,470.0,225.0,120.0,2.0,62.0,2.0,59.0,20.0,10.0,6.0,94.0,6.0,94.0,45.0,24.0,6016.0,470.0
1,30.0,30.0,30.0,470.0,205.0,30.0,0.0,2.0,2.0,56.0,18.0,2.0,6.0,6.0,6.0,94.0,41.0,6.0,6016.0,470.0
2,45.0,470.0,30.0,470.0,30.0,290.0,3.0,59.0,1.0,52.0,1.0,26.0,9.0,94.0,6.0,94.0,6.0,58.0,6016.0,470.0
3,30.0,470.0,30.0,470.0,30.0,30.0,2.0,56.0,2.0,58.0,1.0,2.0,6.0,94.0,6.0,94.0,6.0,6.0,6016.0,470.0
4,30.0,470.0,30.0,30.0,30.0,470.0,1.0,59.0,2.0,2.0,1.0,50.0,6.0,94.0,6.0,6.0,6.0,94.0,6016.0,470.0
5,155.0,470.0,30.0,470.0,75.0,30.0,13.0,58.0,0.0,60.0,6.0,2.0,31.0,94.0,6.0,94.0,15.0,6.0,6016.0,470.0
6,75.0,30.0,30.0,470.0,65.0,470.0,6.0,1.0,2.0,63.0,5.0,58.0,15.0,6.0,6.0,94.0,13.0,94.0,6016.0,470.0
7,30.0,470.0,30.0,470.0,30.0,470.0,1.0,51.0,2.0,65.0,2.0,47.0,6.0,94.0,6.0,94.0,6.0,94.0,6016.0,470.0
8,30.0,470.0,65.0,470.0,45.0,30.0,2.0,62.0,5.0,56.0,3.0,2.0,6.0,94.0,13.0,94.0,9.0,6.0,6016.0,470.0
9,45.0,30.0,45.0,470.0,405.0,75.0,3.0,2.0,3.0,58.0,37.0,6.0,9.0,6.0,9.0,94.0,81.0,15.0,6016.0,470.0
10,130.0,470.0,30.0,470.0,30.0,30.0,11.0,59.0,1.0,53.0,2.0,2.0,26.0,94.0,6.0,94.0,6.0,6.0,6016.0,470.0
11,30.0,470.0,30.0,30.0,30.0,45.0,0.0,57.0,1.0,2.0,2.0,3.0,6.0,94.0,6.0,6.0,6.0,9.0,6016.0,470.0
12,30.0,470.0,30.0,30.0,375.0,470.0,1.0,61.0,2.0,2.0,34.0,52.0,6.0,94.0,6.0,6.0,75.0,94.0,6016.0,470.0
13,30.0,470.0,30.0,470.0,340.0,30.0,2.0,58.0,2.0,53.0,31.0,1.0,6.0,94.0,6.0,94.0,68.0,6.0,6016.0,470.0
14,30.0,470.0,45.0,470.0,30.0,225.0,2.0,58.0,3.0,52.0,0.0,20.0,6.0,94.0,9.0,94.0,6.0,45.0,6016.0,470.0
15,30.0,470.0,30.0,470.0,405.0,30.0,1.0,61.0,2.0,60.0,37.0,2.0,6.0,94.0,6.0,94.0,81.0,6.0,6016.0,470.0
16,30.0,470.0,55.0,470.0,30.0,90.0,2.0,55.0,4.0,60.0,2.0,7.0,6.0,94.0,11.0,94.0,6.0,18.0,6016.0,470.0
17,30.0,470.0,55.0,55.0,65.0,30.0,2.0,59.0,4.0,4.0,5.0,1.0,6.0,94.0,11.0,11.0,13.0,6.0,6016.0,470.0
18,30.0,470.0,30.0,470.0,205.0,470.0,0.0,59.0,1.0,55.0,18.0,50.0,6.0,94.0,6.0,94.0,41.0,94.0,6016.0,470.0
19,90.0,30.0,30.0,470.0,90.0,30.0,7.0,2.0,1.0,58.0,7.0,1.0,18.0,6.0,6.0,94.0,18.0,6.0,6016.0,470.0
20,30.0,470.0,30.0,470.0,30.0,280.0,1.0,62.0,2.0,51.0,2.0,25.0,6.0,94.0,6.0,94.0,6.0,56.0,6016.0,470.0
21,30.0,470.0,30.0,470.0,30.0,415.0,1.0,57.0,2.0,59.0,2.0,38.0,6.0,94.0,6.0,94.0,6.0,83.0,6016.0,470.0
22,30.0,470.0,30.0,470.0,30.0,30.0,2.0,57.0,2.0,57.0,2.0,2.0,6.0,94.0,6.0,94.0,6.0,6.0,6016.0,470.0
23,30.0,470.0,30.0,30.0,30.0,30.0,2.0,64.0,2.0,2.0,2.0,2.0,6.0,94.0,6.0,6.0,6.0,6.0,6016.0,470.0
24,30.0,30.0,30.0,470.0,235.0,45.0,2.0,2.0,1.0,57.0,21.0,3.0,6.0,6.0,6.0,94.0,47.0,9.0,6016.0,470.0
25,30.0,470.0,55.0,75.0,165.0,65.0,1.0,64.0,4.0,6.0,14.0,5.0,6.0,94.0,11.0,15.0,33.0,13.0,6016.0,470.0
26,30.0,30.0,30.0,470.0,385.0,195.0,2.0,2.0,1.0,65.0,35.0,17.0,6.0,6.0,6.0,94.0,77.0,39.0,6016.0,470.0
27,30.0,470.0,30.0,470.0,30.0,55.0,2.0,60.0,2.0,57.0,1.0,4.0,6.0,94.0,6.0,94.0,6.0,11.0,6016.0,470.0
28,130.0,100.0,55.0,470.0,30.0,470.0,11.0,8.0,4.0,54.0,0.0,47.0,26.0,20.0,11.0,94.0,6.0,94.0,6016.0,470.0
29,30.0,470.0,140.0,30.0,120.0,90.0,0.0,59.0,12.0,2.0,10.0,7.0,6.0,94.0,28.0,6.0,24.0,18.0,6016.0,470.0
30,30.0,470.0,30.0,55.0,30.0,330.0,2.0,56.0,2.0,4.0,2.0,30.0,6.0,94.0,6.0,11.0,6.0,66.0,6016.0,470.0
31,45.0,470.0,30.0,470.0,175.0,470.0,3.0,53.0,1.0,55.0,15.0,47.0,9.0,94.0,6.0,94.0,35.0,94.0,6016.0,470.0
32,30.0,470.0,30.0,470.0,75.0,30.0,1.0,48.0,0.0,61.0,6.0,2.0,6.0,94.0,6.0,94.0,15.0,6.0,6016.0,470.0
33,30.0,470.0,30.0,65.0,30.0,30.0,1.0,64.0,2.0,5.0,2.0,2.0,6.0,94.0,6.0,13.0,6.0,6.0,6016.0,470.0
34,30.0,470.0,30.0,470.0,30.0,375.0,1.0,58.0,0.0,60.0,2.0,34.0,6.0,94.0,6.0,94.0,6.0,75.0,6016.0,470.0
35,30.0,470.0,65.0,470.0,30.0,185.0,1.0,51.0,5.0,55.0,2.0,16.0,6.0,94.0,13.0,94.0,6.0,37.0,6016.0,470.0
36,30.0,470.0,30.0,470.0,55.0,470.0,0.0,61.0,2.0,59.0,4.0,51.0,6.0,94.0,6.0,94.0,11.0,94.0,6016.0,470.0
37,30.0,470.0,30.0,225.0,55.0,65.0,2.0,59.0,2.0,20.0,4.0,5.0,6.0,94.0,6.0,45.0,11.0,13.0,6016.0,470.0
38,30.0,470.0,30.0,470.0,75.0,75.0,1.0,63.0,1.0,57.0,6.0,6.0,6.0,94.0,6.0,94.0,15.0,15.0,6016.0,470.0
39,30.0,470.0,30.0,470.0,30.0,30.0,2.0,60.0,2.0,55.0,1.0,2.0,6.0,94.0,6.0,94.0,6.0,6.0,6016.0,470.0
40,30.0,470.0,30.0,470.0,30.0,470.0,1.0,57.0,0.0,63.0,1.0,44.0,6.0,94.0,6.0,94.0,6.0,94.0,6016.0,470.0
41,30.0,470.0,30.0,30.0,30.0,260.0,1.0,52.0,1.0,0.0,2.0,23.0,6.0,94.0,6.0,6.0,6.0,52.0,6016.0,470.0
42,45.0,470.0,65.0,470.0,195.0,470.0,3.0,56.0,5.0,57.0,17.0,55.0,9.0,94.0,13.0,94.0,39.0,94.0,6016.0,470.0
43,30.0,30.0,30.0,470.0,30.0,470.0,1.0,2.0,2.0,67.0,2.0,47.0,6.0,6.0,6.0,94.0,6.0,94.0,6016.0,470.0
44,30.0,470.0,30.0,470.0,75.0,30.0,1.0,55.0,1.0,55.0,6.0,1.0,6.0,94.0,6.0,94.0,15.0,6.0,6016.0,470.0
45,30.0,30.0,140.0,470.0,155.0,30.0,2.0,2.0,12.0,59.0,13.0,2.0,6.0,6.0,28.0,94.0,31.0,6.0,6016.0,470.0
46,30.0,30.0,30.0,470.0,30.0,470.0,2.0,2.0,0.0,58.0,2.0,47.0,6.0,6.0,6.0,94.0,6.0,94.0,6016.0,470.0
47,30.0,470.0,30.0,30.0,65.0,30.0,2.0,53.0,2.0,2.0,5.0,2.0,6.0,94.0,6.0,6.0,13.0,6.0,6016.0,470.0
48,30.0,470.0,30.0,470.0,470.0,45.0,1.0,53.0,0.0,53.0,48.0,3.0,6.0,94.0,6.0,94.0,94.0,9.0,6016.0,470.0
49,30.0,470.0,30.0,470.0,30.0,260.0,0.0,50.0,1.0,48.0,1.0,23.0,6.0,94.0,6.0,94.0,6.0,52.0,6016.0,470.0
