,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,10.0,17.0,41.0,89.0,29.0,89.0,11.0,21.0,74.0,130.0,82.0,207.0,44.0,36.0,224.0,216.0,177.0,390.0,4068.0,89.0,7.0
1,11.0,50.0,37.0,85.0,33.0,85.0,17.0,78.0,59.0,111.0,76.0,177.0,48.0,114.0,192.0,208.0,180.0,347.0,4280.0,85.0,7.0
2,12.0,36.0,24.0,204.0,36.0,48.0,16.0,45.0,34.0,290.0,52.0,70.0,51.0,81.0,123.0,507.0,130.0,170.0,3882.0,204.0,7.0
3,12.0,12.0,44.0,104.0,36.0,80.0,16.0,12.0,72.0,140.0,94.0,176.0,51.0,27.0,231.0,255.0,236.0,346.0,4254.0,104.0,7.0
4,12.0,16.0,24.0,124.0,28.0,100.0,15.0,18.0,37.0,177.0,59.0,204.0,51.0,32.0,123.0,302.0,130.0,416.0,3957.0,124.0,7.0
5,10.0,10.0,14.0,134.0,22.0,98.0,15.0,13.0,19.0,206.0,60.0,201.0,44.0,21.0,67.0,326.0,138.0,376.0,3625.0,134.0,7.0
6,11.0,11.0,69.0,93.0,35.0,81.0,16.0,11.0,115.0,126.0,85.0,166.0,48.0,24.0,372.0,228.0,219.0,355.0,4528.0,93.0,7.0
7,12.0,12.0,12.0,122.0,12.0,122.0,13.0,15.0,13.0,175.0,21.0,274.0,51.0,27.0,51.0,297.0,52.0,524.0,3816.0,122.0,7.0
8,12.0,24.0,34.0,130.0,22.0,94.0,13.0,35.0,56.0,186.0,50.0,195.0,51.0,57.0,177.0,321.0,114.0,398.0,4190.0,130.0,7.0
9,11.0,47.0,11.0,127.0,35.0,91.0,13.0,70.0,11.0,182.0,73.0,165.0,48.0,111.0,48.0,312.0,180.0,363.0,4206.0,127.0,7.0
10,11.0,11.0,23.0,199.0,11.0,79.0,16.0,13.0,28.0,305.0,19.0,146.0,48.0,24.0,120.0,492.0,49.0,299.0,3660.0,199.0,7.0
11,12.0,24.0,24.0,96.0,24.0,96.0,15.0,34.0,37.0,139.0,65.0,219.0,51.0,54.0,123.0,237.0,144.0,408.0,3918.0,96.0,7.0
12,12.0,20.0,56.0,80.0,44.0,80.0,20.0,26.0,104.0,105.0,130.0,172.0,51.0,45.0,326.0,195.0,302.0,350.0,4747.0,80.0,7.0
13,13.0,13.0,25.0,109.0,13.0,109.0,16.0,18.0,41.0,172.0,21.0,232.0,55.0,30.0,127.0,270.0,55.0,469.0,3797.0,109.0,7.0
14,12.0,23.0,24.0,119.0,12.0,119.0,12.0,36.0,38.0,165.0,20.0,261.0,51.0,54.0,123.0,294.0,52.0,512.0,4137.0,119.0,7.0
15,13.0,13.0,37.0,123.0,25.0,111.0,18.0,17.0,57.0,175.0,29.0,214.0,55.0,30.0,199.0,300.0,94.0,477.0,4291.0,123.0,7.0
16,12.0,24.0,12.0,108.0,24.0,108.0,16.0,36.0,12.0,157.0,61.0,229.0,51.0,57.0,51.0,267.0,144.0,466.0,4042.0,108.0,7.0
17,13.0,25.0,25.0,109.0,25.0,109.0,12.0,34.0,23.0,155.0,48.0,242.0,55.0,57.0,91.0,270.0,125.0,469.0,4131.0,109.0,7.0
