,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,182.0,0.0,414.0,0.0,398.0,0.0,637.0,0.0,639.0,0.0,1059.0,7011.0,414.0
1,0.0,226.0,0.0,500.0,0.0,239.0,0.0,743.0,0.0,405.0,0.0,1275.0,6255.0,500.0
2,0.0,210.0,0.0,500.0,0.0,291.0,0.0,757.0,0.0,495.0,0.0,1275.0,6795.0,500.0
3,0.0,194.0,0.0,462.0,0.0,330.0,0.0,701.0,0.0,579.0,0.0,1179.0,7011.0,462.0
4,0.0,209.0,0.0,500.0,0.0,290.0,0.0,786.0,0.0,510.0,0.0,1275.0,6885.0,500.0
5,0.0,204.0,0.0,469.0,0.0,367.0,0.0,726.0,0.0,570.0,0.0,1200.0,7020.0,469.0
6,0.0,208.0,0.0,500.0,0.0,297.0,0.0,744.0,0.0,510.0,0.0,1275.0,6885.0,500.0
7,0.0,202.0,0.0,454.0,0.0,345.0,0.0,693.0,0.0,591.0,0.0,1161.0,7029.0,454.0
8,0.0,226.0,0.0,500.0,0.0,288.0,0.0,780.0,0.0,495.0,0.0,1275.0,6795.0,500.0
9,0.0,179.0,0.0,438.0,0.0,361.0,0.0,685.0,0.0,609.0,0.0,1119.0,7011.0,438.0
10,0.0,197.0,0.0,493.0,0.0,333.0,0.0,752.0,0.0,540.0,0.0,1260.0,7020.0,493.0
11,0.0,223.0,0.0,477.0,0.0,344.0,0.0,757.0,0.0,558.0,0.0,1218.0,7002.0,477.0
12,0.0,217.0,0.0,500.0,0.0,296.0,0.0,775.0,0.0,510.0,0.0,1275.0,6885.0,500.0
13,0.0,213.0,0.0,500.0,0.0,261.0,0.0,768.0,0.0,420.0,0.0,1275.0,6345.0,500.0
14,0.0,203.0,0.0,500.0,0.0,274.0,0.0,762.0,0.0,450.0,0.0,1275.0,6525.0,500.0
15,0.0,211.0,0.0,500.0,0.0,287.0,0.0,762.0,0.0,495.0,0.0,1275.0,6795.0,500.0
16,0.0,211.0,0.0,462.0,0.0,351.0,0.0,714.0,0.0,579.0,0.0,1179.0,7011.0,462.0
17,0.0,186.0,0.0,445.0,0.0,356.0,0.0,714.0,0.0,600.0,0.0,1140.0,7020.0,445.0
18,0.0,224.0,0.0,493.0,0.0,324.0,0.0,758.0,0.0,540.0,0.0,1260.0,7020.0,493.0
19,0.0,213.0,0.0,500.0,0.0,321.0,0.0,731.0,0.0,525.0,0.0,1275.0,6975.0,500.0
20,0.0,197.0,0.0,445.0,0.0,358.0,0.0,680.0,0.0,600.0,0.0,1140.0,7020.0,445.0
21,0.0,210.0,0.0,477.0,0.0,341.0,0.0,748.0,0.0,558.0,0.0,1218.0,7002.0,477.0
22,0.0,205.0,0.0,500.0,0.0,299.0,0.0,753.0,0.0,510.0,0.0,1275.0,6885.0,500.0
23,0.0,210.0,0.0,491.0,0.0,342.0,0.0,731.0,0.0,564.0,0.0,1254.0,7146.0,491.0
24,0.0,201.0,0.0,454.0,0.0,352.0,0.0,665.0,0.0,591.0,0.0,1161.0,7029.0,454.0
25,0.0,190.0,0.0,429.0,0.0,358.0,0.0,676.0,0.0,618.0,0.0,1098.0,7002.0,429.0
26,0.0,207.0,0.0,463.0,0.0,342.0,0.0,713.0,0.0,582.0,0.0,1182.0,7038.0,463.0
27,0.0,204.0,0.0,453.0,0.0,347.0,0.0,686.0,0.0,588.0,0.0,1158.0,7002.0,453.0
28,0.0,211.0,0.0,491.0,0.0,356.0,0.0,782.0,0.0,564.0,0.0,1254.0,7146.0,491.0
29,0.0,197.0,0.0,469.0,0.0,342.0,0.0,732.0,0.0,570.0,0.0,1200.0,7020.0,469.0
30,0.0,241.0,0.0,500.0,0.0,297.0,0.0,765.0,0.0,480.0,0.0,1275.0,6705.0,500.0
31,0.0,246.0,0.0,500.0,0.0,253.0,0.0,748.0,0.0,435.0,0.0,1275.0,6435.0,500.0
32,0.0,213.0,0.0,500.0,0.0,242.0,0.0,768.0,0.0,420.0,0.0,1275.0,6345.0,500.0
33,0.0,217.0,0.0,500.0,0.0,306.0,0.0,751.0,0.0,480.0,0.0,1275.0,6705.0,500.0
34,0.0,221.0,0.0,486.0,0.0,326.0,0.0,755.0,0.0,549.0,0.0,1239.0,7011.0,486.0
35,0.0,191.0,0.0,445.0,0.0,373.0,0.0,705.0,0.0,600.0,0.0,1140.0,7020.0,445.0
36,0.0,208.0,0.0,500.0,0.0,279.0,0.0,769.0,0.0,465.0,0.0,1275.0,6615.0,500.0
37,0.0,216.0,0.0,500.0,0.0,263.0,0.0,745.0,0.0,450.0,0.0,1275.0,6525.0,500.0
38,0.0,204.0,0.0,457.0,0.0,357.0,0.0,674.0,0.0,600.0,0.0,1170.0,7110.0,457.0
39,0.0,180.0,0.0,421.0,0.0,384.0,0.0,657.0,0.0,630.0,0.0,1080.0,7020.0,421.0
40,0.0,197.0,0.0,500.0,0.0,281.0,0.0,743.0,0.0,465.0,0.0,1275.0,6615.0,500.0
41,0.0,204.0,0.0,500.0,0.0,230.0,0.0,722.0,0.0,390.0,0.0,1275.0,6165.0,500.0
42,0.0,200.0,0.0,487.0,0.0,323.0,0.0,732.0,0.0,552.0,0.0,1242.0,7038.0,487.0
43,0.0,195.0,0.0,445.0,0.0,349.0,0.0,682.0,0.0,600.0,0.0,1140.0,7020.0,445.0
44,0.0,205.0,0.0,454.0,0.0,345.0,0.0,677.0,0.0,591.0,0.0,1161.0,7029.0,454.0
45,0.0,185.0,0.0,429.0,0.0,367.0,0.0,642.0,0.0,618.0,0.0,1098.0,7002.0,429.0
