,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,14.0,720.0,14.0,720.0,14.0,720.0,16.0,25.0,9.0,23.0,18.0,25.0,58.0,32.0,58.0,32.0,57.0,47.0,1226.0,720.0,4.0
1,14.0,14.0,720.0,720.0,14.0,720.0,20.0,19.0,22.0,17.0,26.0,25.0,58.0,32.0,58.0,32.0,57.0,47.0,1226.0,720.0,4.0
2,12.0,12.0,720.0,720.0,720.0,720.0,12.0,13.0,16.0,14.0,24.0,23.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
3,11.0,11.0,720.0,720.0,11.0,720.0,11.0,17.0,18.0,17.0,23.0,19.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,4.0
4,11.0,720.0,11.0,720.0,11.0,11.0,18.0,21.0,15.0,18.0,18.0,13.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,4.0
5,12.0,12.0,720.0,720.0,12.0,720.0,14.0,17.0,18.0,16.0,24.0,23.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
6,10.0,10.0,10.0,720.0,10.0,720.0,15.0,12.0,18.0,14.0,25.0,27.0,44.0,21.0,44.0,21.0,46.0,36.0,913.0,720.0,4.0
7,12.0,12.0,12.0,720.0,12.0,720.0,12.0,14.0,15.0,19.0,21.0,20.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
8,11.0,11.0,11.0,720.0,11.0,720.0,17.0,10.0,12.0,18.0,21.0,23.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,4.0
9,12.0,12.0,12.0,720.0,720.0,720.0,20.0,17.0,13.0,18.0,24.0,21.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
10,12.0,12.0,720.0,720.0,12.0,720.0,11.0,16.0,20.0,20.0,26.0,25.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
11,12.0,720.0,12.0,720.0,12.0,720.0,17.0,22.0,16.0,17.0,23.0,23.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
12,12.0,12.0,720.0,720.0,12.0,720.0,20.0,16.0,16.0,16.0,16.0,23.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
13,12.0,12.0,720.0,720.0,12.0,720.0,20.0,13.0,20.0,15.0,22.0,21.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
14,12.0,12.0,12.0,720.0,720.0,720.0,15.0,16.0,14.0,17.0,21.0,21.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
15,12.0,12.0,720.0,720.0,720.0,12.0,18.0,15.0,15.0,16.0,21.0,16.0,51.0,27.0,51.0,27.0,52.0,42.0,1078.0,720.0,4.0
16,11.0,11.0,720.0,720.0,11.0,720.0,9.0,16.0,18.0,16.0,22.0,24.0,48.0,24.0,48.0,24.0,49.0,39.0,1000.0,720.0,4.0
