,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,21.0,21.0,21.0,720.0,22.0,32.0,21.0,25.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
1,19.0,19.0,720.0,720.0,34.0,25.0,25.0,22.0,71.0,42.0,71.0,42.0,1017.0,720.0,9.0
2,21.0,21.0,21.0,720.0,21.0,27.0,29.0,32.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
3,21.0,21.0,21.0,720.0,20.0,34.0,18.0,29.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
4,21.0,21.0,21.0,720.0,24.0,30.0,23.0,30.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
5,18.0,18.0,18.0,720.0,28.0,22.0,23.0,27.0,69.0,41.0,69.0,41.0,990.0,720.0,9.0
6,22.0,22.0,22.0,720.0,28.0,26.0,21.0,29.0,78.0,48.0,78.0,48.0,1134.0,720.0,9.0
7,20.0,20.0,20.0,720.0,23.0,31.0,21.0,25.0,74.0,44.0,74.0,44.0,1062.0,720.0,9.0
8,22.0,22.0,22.0,720.0,32.0,30.0,19.0,27.0,78.0,48.0,78.0,48.0,1134.0,720.0,9.0
9,19.0,19.0,19.0,720.0,26.0,23.0,26.0,31.0,71.0,42.0,71.0,42.0,1017.0,720.0,9.0
10,20.0,20.0,20.0,720.0,24.0,30.0,22.0,28.0,74.0,44.0,74.0,44.0,1062.0,720.0,9.0
11,19.0,19.0,19.0,720.0,32.0,21.0,26.0,26.0,71.0,42.0,71.0,42.0,1017.0,720.0,9.0
12,18.0,18.0,18.0,720.0,26.0,30.0,26.0,26.0,69.0,41.0,69.0,41.0,990.0,720.0,9.0
13,21.0,21.0,21.0,720.0,25.0,29.0,29.0,31.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
14,21.0,21.0,21.0,720.0,31.0,28.0,17.0,29.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
15,22.0,22.0,22.0,720.0,24.0,32.0,18.0,30.0,78.0,48.0,78.0,48.0,1134.0,720.0,9.0
16,21.0,21.0,21.0,720.0,18.0,28.0,21.0,33.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
17,21.0,21.0,21.0,720.0,21.0,26.0,23.0,31.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
18,21.0,21.0,21.0,720.0,18.0,23.0,26.0,35.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
19,20.0,20.0,20.0,720.0,19.0,29.0,25.0,27.0,74.0,44.0,74.0,44.0,1062.0,720.0,9.0
20,23.0,23.0,23.0,720.0,22.0,28.0,30.0,31.0,80.0,49.0,80.0,49.0,1161.0,720.0,9.0
21,23.0,23.0,720.0,720.0,23.0,33.0,25.0,25.0,80.0,49.0,80.0,49.0,1161.0,720.0,9.0
22,21.0,21.0,21.0,720.0,20.0,26.0,24.0,32.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
23,18.0,18.0,18.0,720.0,25.0,26.0,23.0,26.0,69.0,41.0,69.0,41.0,990.0,720.0,9.0
24,18.0,18.0,18.0,720.0,23.0,23.0,26.0,28.0,69.0,41.0,69.0,41.0,990.0,720.0,9.0
25,21.0,21.0,21.0,720.0,23.0,28.0,23.0,28.0,76.0,46.0,76.0,46.0,1098.0,720.0,9.0
