,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,30.0,525.0,30.0,525.0,75.0,525.0,2.0,68.0,1.0,63.0,6.0,54.0,6.0,105.0,6.0,105.0,15.0,105.0,6720.0,525.0
1,30.0,525.0,30.0,525.0,100.0,525.0,2.0,68.0,2.0,57.0,8.0,59.0,6.0,105.0,6.0,105.0,20.0,105.0,6720.0,525.0
2,30.0,525.0,110.0,30.0,130.0,155.0,1.0,68.0,9.0,2.0,11.0,13.0,6.0,105.0,22.0,6.0,26.0,31.0,6720.0,525.0
3,65.0,525.0,30.0,525.0,55.0,30.0,5.0,57.0,1.0,70.0,4.0,1.0,13.0,105.0,6.0,105.0,11.0,6.0,6720.0,525.0
4,30.0,30.0,90.0,525.0,110.0,30.0,2.0,2.0,7.0,62.0,9.0,2.0,6.0,6.0,18.0,105.0,22.0,6.0,6720.0,525.0
5,30.0,525.0,30.0,30.0,30.0,30.0,0.0,64.0,1.0,1.0,2.0,2.0,6.0,105.0,6.0,6.0,6.0,6.0,6720.0,525.0
6,30.0,525.0,30.0,525.0,65.0,525.0,2.0,64.0,1.0,67.0,5.0,64.0,6.0,105.0,6.0,105.0,13.0,105.0,6720.0,525.0
7,30.0,30.0,75.0,525.0,65.0,30.0,0.0,2.0,6.0,68.0,5.0,2.0,6.0,6.0,15.0,105.0,13.0,6.0,6720.0,525.0
8,30.0,525.0,30.0,235.0,30.0,525.0,1.0,67.0,2.0,21.0,1.0,51.0,6.0,105.0,6.0,47.0,6.0,105.0,6720.0,525.0
9,30.0,525.0,30.0,30.0,30.0,165.0,1.0,67.0,1.0,1.0,1.0,14.0,6.0,105.0,6.0,6.0,6.0,33.0,6720.0,525.0
10,30.0,525.0,30.0,525.0,280.0,235.0,1.0,64.0,2.0,67.0,25.0,21.0,6.0,105.0,6.0,105.0,56.0,47.0,6720.0,525.0
