,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,22.0,720.0,720.0,720.0,25.0,36.0,25.0,23.0,78.0,48.0,78.0,48.0,1134.0,720.0,7.0
1,20.0,20.0,20.0,720.0,23.0,28.0,22.0,28.0,74.0,44.0,74.0,44.0,1062.0,720.0,7.0
2,21.0,21.0,720.0,720.0,36.0,26.0,27.0,27.0,76.0,46.0,76.0,46.0,1098.0,720.0,7.0
3,20.0,720.0,720.0,720.0,29.0,31.0,26.0,26.0,74.0,44.0,74.0,44.0,1062.0,720.0,7.0
4,22.0,22.0,22.0,720.0,25.0,23.0,23.0,30.0,78.0,48.0,78.0,48.0,1134.0,720.0,7.0
5,22.0,22.0,22.0,720.0,22.0,29.0,26.0,34.0,78.0,48.0,78.0,48.0,1134.0,720.0,7.0
6,19.0,19.0,19.0,720.0,25.0,26.0,21.0,28.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
7,21.0,21.0,21.0,720.0,23.0,28.0,27.0,31.0,76.0,46.0,76.0,46.0,1098.0,720.0,7.0
8,17.0,17.0,17.0,720.0,23.0,32.0,21.0,28.0,66.0,39.0,66.0,39.0,945.0,720.0,7.0
9,19.0,19.0,720.0,720.0,25.0,27.0,24.0,25.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
10,17.0,17.0,720.0,720.0,31.0,23.0,25.0,24.0,66.0,39.0,66.0,39.0,945.0,720.0,7.0
11,22.0,720.0,720.0,720.0,22.0,32.0,24.0,27.0,78.0,48.0,78.0,48.0,1134.0,720.0,7.0
12,20.0,20.0,720.0,720.0,25.0,27.0,29.0,27.0,74.0,44.0,74.0,44.0,1062.0,720.0,7.0
13,20.0,720.0,720.0,720.0,29.0,29.0,23.0,24.0,74.0,44.0,74.0,44.0,1062.0,720.0,7.0
14,19.0,19.0,720.0,720.0,20.0,28.0,26.0,26.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
15,19.0,19.0,19.0,720.0,27.0,30.0,20.0,27.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
16,21.0,21.0,21.0,720.0,20.0,29.0,23.0,31.0,76.0,46.0,76.0,46.0,1098.0,720.0,7.0
17,23.0,23.0,23.0,720.0,24.0,33.0,22.0,28.0,80.0,49.0,80.0,49.0,1161.0,720.0,7.0
18,19.0,19.0,19.0,720.0,27.0,18.0,27.0,30.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
19,19.0,19.0,19.0,720.0,26.0,27.0,19.0,29.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
20,20.0,20.0,20.0,720.0,25.0,29.0,20.0,27.0,74.0,44.0,74.0,44.0,1062.0,720.0,7.0
21,21.0,21.0,720.0,720.0,21.0,29.0,26.0,28.0,76.0,46.0,76.0,46.0,1098.0,720.0,7.0
22,18.0,18.0,18.0,720.0,23.0,31.0,22.0,28.0,69.0,41.0,69.0,41.0,990.0,720.0,7.0
23,19.0,19.0,19.0,720.0,24.0,26.0,23.0,31.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
24,18.0,18.0,18.0,720.0,23.0,27.0,22.0,33.0,69.0,41.0,69.0,41.0,990.0,720.0,7.0
25,23.0,23.0,23.0,720.0,27.0,27.0,23.0,27.0,80.0,49.0,80.0,49.0,1161.0,720.0,7.0
26,20.0,20.0,720.0,720.0,21.0,30.0,27.0,26.0,74.0,44.0,74.0,44.0,1062.0,720.0,7.0
27,19.0,19.0,19.0,720.0,22.0,28.0,23.0,28.0,71.0,42.0,71.0,42.0,1017.0,720.0,7.0
28,17.0,17.0,720.0,720.0,26.0,25.0,25.0,24.0,66.0,39.0,66.0,39.0,945.0,720.0,7.0
29,21.0,21.0,720.0,720.0,24.0,26.0,29.0,29.0,76.0,46.0,76.0,46.0,1098.0,720.0,7.0
