,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,9.0,9.0,9.0,500.0,9.0,9.0,7.0,10.0,16.0,13.0,23.0,17.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
1,9.0,9.0,9.0,500.0,9.0,9.0,12.0,9.0,9.0,12.0,20.0,15.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
2,9.0,9.0,9.0,500.0,9.0,9.0,10.0,12.0,13.0,7.0,15.0,13.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
3,9.0,9.0,9.0,500.0,9.0,9.0,15.0,11.0,8.0,11.0,18.0,19.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
4,9.0,9.0,9.0,500.0,9.0,9.0,13.0,10.0,10.0,9.0,18.0,18.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
5,9.0,9.0,9.0,500.0,9.0,9.0,11.0,13.0,10.0,12.0,17.0,16.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
6,9.0,9.0,9.0,500.0,9.0,9.0,15.0,9.0,13.0,10.0,17.0,13.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
7,9.0,9.0,9.0,500.0,9.0,9.0,10.0,10.0,8.0,9.0,13.0,17.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
8,9.0,9.0,9.0,500.0,9.0,9.0,8.0,15.0,17.0,11.0,17.0,14.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
9,9.0,9.0,9.0,500.0,9.0,9.0,10.0,10.0,15.0,13.0,19.0,19.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
10,9.0,9.0,9.0,500.0,9.0,9.0,13.0,11.0,16.0,12.0,18.0,15.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
11,9.0,9.0,9.0,500.0,9.0,9.0,14.0,11.0,11.0,11.0,17.0,21.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
12,9.0,9.0,9.0,500.0,9.0,9.0,12.0,6.0,12.0,14.0,16.0,17.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
13,9.0,9.0,9.0,500.0,9.0,9.0,18.0,12.0,11.0,11.0,14.0,18.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
14,9.0,9.0,9.0,500.0,9.0,9.0,7.0,15.0,15.0,10.0,17.0,18.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
15,9.0,9.0,9.0,500.0,9.0,9.0,12.0,9.0,16.0,12.0,15.0,19.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
16,9.0,9.0,9.0,9.0,9.0,500.0,11.0,12.0,9.0,7.0,16.0,20.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
17,9.0,9.0,9.0,500.0,9.0,9.0,14.0,10.0,13.0,11.0,15.0,14.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
18,9.0,9.0,9.0,500.0,9.0,9.0,14.0,9.0,11.0,10.0,16.0,14.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
19,9.0,9.0,9.0,500.0,9.0,9.0,14.0,14.0,11.0,16.0,19.0,12.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
20,9.0,9.0,9.0,500.0,9.0,9.0,12.0,11.0,9.0,14.0,18.0,18.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
21,9.0,9.0,9.0,500.0,9.0,9.0,10.0,12.0,12.0,12.0,17.0,13.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
22,9.0,9.0,9.0,500.0,9.0,9.0,12.0,6.0,7.0,12.0,16.0,20.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
23,9.0,9.0,9.0,500.0,9.0,9.0,15.0,11.0,10.0,12.0,20.0,14.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
24,9.0,9.0,9.0,500.0,9.0,9.0,11.0,11.0,15.0,9.0,19.0,20.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
25,9.0,9.0,9.0,500.0,9.0,9.0,15.0,12.0,10.0,9.0,15.0,16.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
26,9.0,9.0,9.0,500.0,9.0,9.0,12.0,10.0,10.0,10.0,15.0,19.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
27,9.0,9.0,9.0,500.0,9.0,9.0,9.0,7.0,7.0,11.0,14.0,19.0,40.0,18.0,40.0,18.0,42.0,32.0,818.0,500.0,3.0
