,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,103.0,367.0,187.0,499.0,41.0,438.0,160.0,666.0,137.0,705.0,593.0,1070.0,10044.0,499.0,9.0
1,104.0,116.0,428.0,500.0,41.0,59.0,562.0,663.0,142.0,114.0,1756.0,1074.0,10026.0,500.0,9.0
2,100.0,436.0,124.0,500.0,43.0,538.0,56.0,659.0,119.0,895.0,228.0,1074.0,9990.0,500.0,9.0
3,100.0,176.0,380.0,500.0,37.0,147.0,471.0,655.0,119.0,252.0,1522.0,1074.0,10014.0,500.0,9.0
4,100.0,428.0,124.0,500.0,30.0,544.0,61.0,626.0,119.0,894.0,239.0,1074.0,10017.0,500.0,9.0
5,100.0,416.0,160.0,500.0,38.0,489.0,93.0,656.0,119.0,822.0,355.0,1074.0,9933.0,500.0,9.0
6,100.0,404.0,148.0,500.0,38.0,471.0,101.0,640.0,119.0,786.0,395.0,1074.0,9837.0,500.0,9.0
7,100.0,248.0,320.0,500.0,33.0,249.0,349.0,653.0,119.0,412.0,1177.0,1074.0,9951.0,500.0,9.0
8,104.0,392.0,176.0,500.0,41.0,477.0,127.0,653.0,142.0,771.0,447.0,1074.0,10041.0,500.0,9.0
9,100.0,100.0,424.0,500.0,33.0,42.0,562.0,632.0,119.0,79.0,1864.0,1074.0,10002.0,500.0,9.0
10,100.0,429.0,136.0,496.0,44.0,545.0,72.0,651.0,119.0,880.0,267.0,1069.0,10002.0,496.0,9.0
11,100.0,196.0,367.0,499.0,34.0,174.0,434.0,621.0,119.0,298.0,1432.0,1070.0,10011.0,499.0,9.0
12,100.0,308.0,256.0,500.0,32.0,324.0,252.0,639.0,119.0,543.0,892.0,1074.0,9870.0,500.0,9.0
13,104.0,212.0,344.0,500.0,43.0,199.0,391.0,635.0,142.0,328.0,1318.0,1074.0,10008.0,500.0,9.0
14,103.0,391.0,175.0,499.0,43.0,461.0,120.0,639.0,137.0,771.0,453.0,1070.0,10020.0,499.0,9.0
