,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,18.0,102.0,114.0,114.0,29.0,154.0,185.0,159.0,69.0,247.0,612.0,281.0,4575.0,114.0,5.0
1,21.0,81.0,33.0,225.0,25.0,110.0,33.0,350.0,76.0,184.0,140.0,556.0,3648.0,225.0,5.0
2,18.0,54.0,126.0,150.0,21.0,74.0,189.0,226.0,69.0,128.0,649.0,371.0,4242.0,150.0,5.0
3,20.0,128.0,80.0,140.0,23.0,194.0,106.0,211.0,74.0,314.0,353.0,344.0,4419.0,140.0,5.0
4,19.0,79.0,103.0,151.0,22.0,112.0,143.0,228.0,71.0,181.0,485.0,372.0,4095.0,151.0,5.0
5,19.0,55.0,115.0,139.0,21.0,75.0,184.0,221.0,71.0,126.0,557.0,342.0,3879.0,139.0,5.0
6,17.0,53.0,120.0,132.0,25.0,75.0,204.0,211.0,66.0,126.0,609.0,324.0,3951.0,132.0,5.0
7,20.0,80.0,44.0,212.0,31.0,107.0,42.0,328.0,74.0,182.0,164.0,524.0,3600.0,212.0,5.0
8,22.0,77.0,46.0,221.0,20.0,113.0,43.0,335.0,78.0,183.0,178.0,543.0,3729.0,221.0,5.0
9,21.0,68.0,128.0,140.0,32.0,92.0,204.0,207.0,76.0,160.0,637.0,343.0,4356.0,140.0,5.0
10,20.0,68.0,92.0,188.0,22.0,89.0,119.0,285.0,74.0,152.0,425.0,464.0,4023.0,188.0,5.0
11,19.0,67.0,119.0,119.0,25.0,98.0,199.0,185.0,71.0,156.0,609.0,287.0,4050.0,119.0,5.0
12,19.0,139.0,31.0,175.0,31.0,204.0,30.0,260.0,71.0,339.0,125.0,432.0,4131.0,175.0,5.0
13,21.0,105.0,93.0,141.0,24.0,153.0,121.0,219.0,76.0,250.0,445.0,346.0,4329.0,141.0,5.0
14,20.0,89.0,113.0,125.0,28.0,136.0,177.0,184.0,74.0,215.0,554.0,305.0,4311.0,125.0,5.0
15,19.0,49.0,109.0,181.0,26.0,66.0,156.0,267.0,71.0,114.0,512.0,444.0,3978.0,181.0,5.0
16,19.0,91.0,43.0,187.0,25.0,131.0,49.0,298.0,71.0,204.0,179.0,462.0,3573.0,187.0,5.0
17,22.0,118.0,82.0,130.0,28.0,172.0,121.0,187.0,78.0,288.0,422.0,318.0,4416.0,130.0,5.0
18,20.0,92.0,80.0,176.0,21.0,128.0,99.0,266.0,74.0,218.0,353.0,434.0,4113.0,176.0,5.0
19,20.0,74.0,122.0,146.0,26.0,106.0,180.0,215.0,74.0,173.0,587.0,356.0,4311.0,146.0,5.0
20,23.0,119.0,71.0,119.0,26.0,191.0,109.0,176.0,80.0,289.0,352.0,289.0,4137.0,119.0,5.0
21,20.0,92.0,116.0,116.0,29.0,133.0,174.0,166.0,74.0,219.0,580.0,284.0,4362.0,116.0,5.0
22,21.0,129.0,93.0,129.0,18.0,211.0,126.0,178.0,76.0,316.0,454.0,316.0,4662.0,129.0,5.0
23,20.0,100.0,76.0,172.0,21.0,153.0,98.0,262.0,74.0,239.0,367.0,422.0,4245.0,172.0,5.0
24,19.0,31.0,139.0,151.0,22.0,37.0,230.0,229.0,71.0,69.0,701.0,372.0,4059.0,151.0,5.0
25,22.0,79.0,82.0,163.0,25.0,126.0,125.0,256.0,78.0,186.0,406.0,399.0,3999.0,163.0,5.0
26,21.0,101.0,101.0,125.0,25.0,161.0,151.0,184.0,76.0,247.0,504.0,304.0,4362.0,125.0,5.0
27,20.0,104.0,32.0,200.0,23.0,152.0,31.0,303.0,74.0,239.0,128.0,494.0,3744.0,200.0,5.0
28,20.0,92.0,116.0,128.0,20.0,139.0,167.0,184.0,74.0,220.0,563.0,314.0,4395.0,128.0,5.0
29,21.0,129.0,81.0,129.0,21.0,199.0,114.0,187.0,76.0,316.0,373.0,316.0,4419.0,129.0,5.0
