,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,18.0,18.0,84.0,579.0,21.0,90.0,2.0,3.0,10.0,99.0,2.0,17.0,6.0,6.0,28.0,193.0,7.0,30.0,15360.0,720.0
1,18.0,18.0,51.0,687.0,18.0,18.0,2.0,5.0,5.0,122.0,1.0,1.0,6.0,6.0,17.0,229.0,6.0,6.0,15360.0,720.0
2,18.0,18.0,39.0,621.0,18.0,96.0,3.0,3.0,4.0,125.0,2.0,21.0,6.0,6.0,13.0,207.0,6.0,32.0,15360.0,720.0
3,18.0,18.0,30.0,699.0,21.0,24.0,2.0,3.0,3.0,150.0,3.0,4.0,6.0,6.0,10.0,233.0,7.0,8.0,15360.0,720.0
4,18.0,18.0,21.0,714.0,21.0,18.0,1.0,2.0,1.0,145.0,3.0,2.0,6.0,6.0,7.0,238.0,7.0,6.0,15360.0,720.0
5,18.0,18.0,18.0,720.0,18.0,18.0,2.0,4.0,0.0,142.0,1.0,2.0,6.0,6.0,6.0,240.0,6.0,6.0,15360.0,720.0
6,18.0,18.0,18.0,684.0,30.0,42.0,3.0,4.0,0.0,144.0,5.0,8.0,6.0,6.0,6.0,228.0,10.0,14.0,15360.0,720.0
7,18.0,18.0,36.0,678.0,42.0,18.0,3.0,5.0,3.0,137.0,7.0,1.0,6.0,6.0,12.0,226.0,14.0,6.0,15360.0,720.0
8,18.0,18.0,63.0,618.0,18.0,75.0,2.0,3.0,8.0,121.0,2.0,16.0,6.0,6.0,21.0,206.0,6.0,25.0,15360.0,720.0
9,18.0,18.0,18.0,711.0,18.0,27.0,2.0,2.0,0.0,120.0,1.0,3.0,6.0,6.0,6.0,237.0,6.0,9.0,15360.0,720.0
10,18.0,18.0,51.0,687.0,18.0,18.0,3.0,4.0,6.0,138.0,2.0,2.0,6.0,6.0,17.0,229.0,6.0,6.0,15360.0,720.0
11,18.0,18.0,27.0,693.0,36.0,18.0,3.0,4.0,2.0,143.0,6.0,1.0,6.0,6.0,9.0,231.0,12.0,6.0,15360.0,720.0
