,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,11.0,11.0,11.0,500.0,11.0,35.0,11.0,14.0,11.0,753.0,21.0,50.0,48.0,24.0,48.0,1246.0,49.0,103.0,4925.0,500.0,4.0
1,11.0,11.0,11.0,500.0,32.0,11.0,14.0,12.0,11.0,728.0,57.0,14.0,48.0,24.0,48.0,1246.0,127.0,39.0,4981.0,500.0,4.0
2,11.0,11.0,23.0,494.0,11.0,35.0,13.0,14.0,26.0,728.0,17.0,50.0,48.0,24.0,84.0,1236.0,49.0,103.0,5000.0,494.0,4.0
3,11.0,11.0,47.0,500.0,11.0,11.0,13.0,14.0,52.0,767.0,17.0,17.0,48.0,24.0,156.0,1246.0,49.0,39.0,4993.0,500.0,4.0
4,11.0,11.0,11.0,493.0,11.0,47.0,12.0,15.0,12.0,758.0,21.0,64.0,48.0,24.0,48.0,1233.0,49.0,135.0,5011.0,493.0,4.0
5,11.0,11.0,11.0,494.0,11.0,45.0,10.0,14.0,13.0,760.0,19.0,72.0,48.0,24.0,48.0,1231.0,49.0,135.0,5005.0,494.0,4.0
6,11.0,11.0,11.0,494.0,11.0,47.0,16.0,17.0,15.0,756.0,23.0,69.0,48.0,24.0,48.0,1231.0,49.0,135.0,5005.0,494.0,4.0
7,11.0,11.0,11.0,500.0,11.0,35.0,14.0,12.0,15.0,747.0,23.0,70.0,48.0,24.0,48.0,1246.0,49.0,121.0,4997.0,500.0,4.0
8,11.0,35.0,11.0,497.0,11.0,11.0,16.0,52.0,12.0,737.0,18.0,15.0,48.0,81.0,48.0,1245.0,49.0,39.0,5005.0,497.0,4.0
9,11.0,11.0,23.0,497.0,11.0,23.0,13.0,14.0,46.0,741.0,17.0,35.0,48.0,24.0,120.0,1245.0,49.0,71.0,5007.0,497.0,4.0
