,0,1,2,3,4,5,6,7,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,15.0,0.0,30.0,0.0,90.0,1.0,1.0,1.0
2,1.0,26.0,3.0,54.0,9.0,162.0,2.0,1.0,1.0
3,2.0,28.0,11.0,59.0,33.0,177.0,3.0,1.0,1.0
4,5.0,31.0,19.0,65.0,57.0,195.0,4.0,1.0,1.0
5,6.0,31.0,22.0,65.0,66.0,195.0,5.0,1.0,1.0
6,8.0,31.0,25.0,66.0,75.0,198.0,6.0,1.0,1.0
7,9.0,31.0,27.0,67.0,81.0,201.0,7.0,1.0,1.0

