,0,1,2,3,4,5,6,7,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.0,3.0,3.0,6.0,9.0,18.0,1.0,1.0,1.0
2,9.0,10.0,9.0,17.0,27.0,51.0,2.0,1.0,1.0
3,12.0,15.0,12.0,30.0,36.0,90.0,3.0,1.0,1.0
4,17.0,16.0,17.0,33.0,51.0,99.0,4.0,1.0,1.0
5,20.0,18.0,20.0,38.0,60.0,114.0,5.0,1.0,1.0
6,21.0,19.0,22.0,40.0,66.0,120.0,6.0,1.0,1.0
7,23.0,19.0,24.0,42.0,72.0,126.0,7.0,1.0,1.0
8,26.0,19.0,27.0,44.0,81.0,132.0,8.0,1.0,1.0
9,28.0,21.0,29.0,48.0,87.0,144.0,9.0,1.0,1.0
10,29.0,24.0,31.0,53.0,93.0,159.0,10.0,1.0,1.0

